"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc08f9bbcf2cc2)","Transmit Total (lxc18b2a9fae4e6)","Transmit Total (lxc2d0cb026a340)","Transmit Total (lxc32ecf1ec23fa)","Transmit Total (lxc38d81bba1941)","Transmit Total (lxc536989e0bbe0)","Transmit Total (lxc7b55c12eff69)","Transmit Total (lxc815054fad3e3)","Transmit Total (lxc896636513d9b)","Transmit Total (lxc898970f2c474)","Transmit Total (lxc89bd03f98afc)","Transmit Total (lxc98325d012b94)","Transmit Total (lxc9a6f6d3b6e50)","Transmit Total (lxc9e5774929ec6)","Transmit Total (lxc_health)","Transmit Total (lxcb1aea5f13203)","Transmit Total (lxcc010f2457e82)","Transmit Total (lxcc255ada0b5e4)","Transmit Total (lxcc306a8298bc0)","Transmit Total (lxcd67315019948)","Transmit Total (lxcd95baf1a2e26)","Transmit Total (lxcdcee95369ec3)","Transmit Total (lxce37cface0780)","Transmit Total (lxcf1e7004cd84c)","Transmit Total (lxcf2b5505183fa)","Transmit Total (lxcf31ee673b547)","Transmit Total (lxcf3de66de77bc)","Transmit Total (lxcf97c652df312)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc08f9bbcf2cc2)","Receive Total (lxc18b2a9fae4e6)","Receive Total (lxc2d0cb026a340)","Receive Total (lxc32ecf1ec23fa)","Receive Total (lxc38d81bba1941)","Receive Total (lxc536989e0bbe0)","Receive Total (lxc7b55c12eff69)","Receive Total (lxc815054fad3e3)","Receive Total (lxc896636513d9b)","Receive Total (lxc898970f2c474)","Receive Total (lxc89bd03f98afc)","Receive Total (lxc98325d012b94)","Receive Total (lxc9a6f6d3b6e50)","Receive Total (lxc9e5774929ec6)","Receive Total (lxc_health)","Receive Total (lxcb1aea5f13203)","Receive Total (lxcc010f2457e82)","Receive Total (lxcc255ada0b5e4)","Receive Total (lxcc306a8298bc0)","Receive Total (lxcd67315019948)","Receive Total (lxcd95baf1a2e26)","Receive Total (lxcdcee95369ec3)","Receive Total (lxce37cface0780)","Receive Total (lxcf1e7004cd84c)","Receive Total (lxcf2b5505183fa)","Receive Total (lxcf31ee673b547)","Receive Total (lxcf3de66de77bc)","Receive Total (lxcf97c652df312)"
2023-03-21 21:50:00,0,81.8,24673,52168,0,0,0,0,0,178,272,136,135,65.7,126,38.9,0.389,586,31.2,0,38.5,1944,4.97,133,0.389,66.1,41527,19,1963,7170,0,1878,81.8,0,35963,60882,0,0,0,0,0,223,103,31.6,32.0,40.3,30.3,19,0,701,25.1,0,19,209,4.83,31.6,0,41.8,19278,38.9,225,1170,0,1866
2023-03-21 21:52:00,0,77.1,33849,61981,0,0.389,0,0,0,177,278,130,124,65.7,121,38.5,0,588,30.8,0,38.5,1793,4.97,128,0,66.1,41619,19,1824,6974,0.389,1348,77.1,0,35498,59754,0,0,0,0,0,224,116,35.3,29.4,41,29.0,19,0,698,24.8,0,19,185,4.83,30.3,0,41.8,29000,38.9,223,1161,0,1338
2023-03-21 21:54:00,0,79.6,25385,52889,0,0.389,0,0,0,179,279,124,123,65.7,120,38.5,0,588,30.8,0,38.5,1867,4.97,122,0,65.8,41614,19,1884,7001,0.389,1612,79.6,0,35748,60181,0,0,0,0,0,223,111,33.9,29.0,40.3,29.0,19,0,696,24.8,0,19,202,4.83,29.0,0.389,40.3,20259,38.5,225,1136,0,1599
2023-03-21 21:56:00,0,80,25023,63144,0,0,0,0,0,178,281,130,129,66.1,126,38.5,0,589,30.8,0,38.5,1933,4.97,128,0,65.8,41520,19,1952,7178,0,1878,80,0,45791,72792,0,0,0,0,0,222,118,30.3,30.3,41,30.3,19,0,698,24.8,0,19,194,4.83,30.3,0.389,41.4,18687,38.5,226,1165,0,1869
2023-03-21 21:58:00,0,71.2,31460,83996,0,0,0,0,62,179,279,124,128,66.1,121,698,0,593,31.4,0,38.5,1732,4.73,128,0,66.1,41642,19,1754,6789,0,1084,71.2,0,58535,87295,0,0,0,0,151,222,110,29.0,30.3,40.6,29.0,445,0,697,25.4,0,19,199,4.60,30.3,0,41.4,24081,38.5,230,1170,0,1081
2023-03-21 22:00:00,0,76.0,23703,51091,0,0,0,0,0,178,276,119,124,66.0,116,38.5,0,591,31.5,0,38.5,1940,4.27,122,0,65.7,41599,19,1960,7149,0,1869,76.0,0,35996,61935,0.389,0,0,0,0,221,105,27.7,29.0,40.6,27.7,19,0,699,25.5,0,19,202,4.13,29.0,0,40.3,18305,38.5,228,1150,0,1862
2023-03-21 22:02:00,0,77.4,32915,61076,0,0,0,0,0,178,279,124,124,66.5,121,38.5,0,588,31.5,0,38.5,1815,4.66,116,0,65.7,41638,19.0,1866,6897,0,1336,77.4,0,35490,60455,0,0,0,0,0,222,116,29.0,29.0,40.7,29.0,19.0,0,699,25.5,0,19.0,192,4.13,27.7,0,40.3,28077,38.5,247,1152,0,1335
2023-03-21 22:04:00,0,74.1,25327,52873,0,0,0,0,0,180,276,130,124,65.7,132,38.5,0,584,31.5,0.389,38.5,1859,4.27,133,0,65.8,41551,19,1882,6998,0,1606,74.1,0,35691,60453,0,0,0,0,0,223,108,30.3,34.0,40.3,31.6,19,0,698,25.5,0,19,193,4.13,31.6,0,40.3,20204,38.5,216,1164,0.389,1599
2023-03-21 22:06:00,0,71.9,32367,67345,0,0,0,0,0,178,282,130,129,65.7,126,38.5,0,589,31.9,0,38.5,1932,4.27,128,0,65.1,41604,19,1956,7169,0,1878,71.9,0,42444,68883,0,0,0,0,0,224,117,30.3,30.3,41,35.7,19,0,699,25.8,0.389,19,202,4.13,30.3,0,40.3,26361,38.5,226,1147,0,1872
2023-03-21 22:08:00,0,74.5,27647,79949,0,0,0,0,62,177,281,124,124,65.8,120,697,0,587,31.3,0,38.5,1739,4.27,128,0,65.3,41541,19,1747,6799,0,1073,74.5,0,58530,87369,0,0,0,0,152,224,115,29.0,29.0,40.6,34.4,445,0,699,25.2,0,19,201,4.13,30.3,0,40.6,20230,38.5,228,1145,0,1078
2023-03-21 22:10:00,0,77.1,23281,50677,0.389,0,0,0,0.389,179,273,130,129,66.4,121,38.5,0,589,30.8,0,38.5,1934,4.27,122,0,65.7,41569,19,1950,7182,0,1870,77.1,0,35977,61387,0,0,0,0,0.389,221,104,30.3,30.3,40.6,29.0,19,0,698,24.8,0,19,188,4.13,34.0,0,41.4,17885,38.5,217,1169,0,1863
2023-03-21 22:12:00,0,75.3,32534,60579,0.389,0,0,0,0.389,178,272,130,129,66.4,120,38.5,0,589,30.5,0,38.5,1807,4.27,122,0,65.4,41655,19,1820,6944,0,1346,75.3,0,35516,60142,0,0,0,0,0,223,103,30.3,30.3,41,29.0,19,0,699,24.4,0,19,193,4.13,29.0,0,40.4,27679,38.5,212,1162,0,1340
2023-03-21 22:14:00,0,79.3,25186,52658,0,0,0,0,0,177,288,124,124,65.7,121,38.5,0,587,30.8,0,38.5,1896,4.27,128,0,65.3,41553,19,1908,7053,0,1610,79.3,0,35702,60620,0,0,0,0,0,225,129,29.0,29.0,41,29.0,19,0.389,700,24.8,0,19,206,4.13,30.3,0,40.3,20045,38.5,222,1148,0,1600
2023-03-21 22:16:00,0,76.0,32486,63666,0,0,0,0,0,181,279,118,123,65.7,115,38.5,0,588,31.2,0,38.5,1935,4.27,122,0,65.7,41625,19,1965,7189,0,1870,76.0,0,38874,64467,0,0,0,0,0,222,114,27.7,29.0,41.7,27.7,19,0.389,699,24.8,0,19,202,4.52,29.4,0,41.4,26825,38.5,233,1161,0,1866
2023-03-21 22:18:00,0,73.4,27699,80108,0,0,0,0.389,62,178,273,136,129,65.7,132,697,0,588,31.5,0,38.5,1711,4.27,128,0,65.7,41649,19,1731,6772,0,1068,73.4,0,58685,87184,0,0,0,0,151,223,104,31.6,30.3,41.4,31.6,445,0,700,25,0,19,188,4.52,30.7,0,41.8,20306,38.5,213,1153,0,1067
2023-03-21 22:20:00,0,83.3,24119,51569,0,0,0,0.389,0,178,278,136,135,65.7,126,38.5,0,588,30.9,0,38.5,1872,4.27,138,0,66.1,41593,19,1891,7033,0,1606,83.3,0,35727,60015,0,0,0,0,0,223,116,31.6,31.6,41,30.3,19,0,699,24.9,0,19,206,4.13,32.9,0,42.1,18988,38.5,229,1161,0,1600
2023-03-21 22:22:00,0,72.3,33919,62077,0,0,0,0,0,178,277,119,112,66.0,116,38.5,0,588,30.8,0,38.5,1811,4.27,122,0,66.4,41656,19,1823,6938,0,1341,72.3,0,35518,59492,0,0,0,0,0,223,115,27.7,26.3,40.6,27.7,19,0,698,24.8,0,19,215,4.13,29.0,0,41.4,29073,38.5,237,1147,0,1343
2023-03-21 22:24:00,0.389,80.4,24900,52320,0,0,0,0,0,178,277,130,129,66.0,126,38.5,0,589,30.8,0,38.5,1870,4.27,122,0,65.7,41599,19,1890,7064,0,1597,80.4,0.389,35737,60165,0,0,0,0,0,223,109,30.3,30.3,41,30.3,19,0,699,24.8,0,19,193,4.13,29.0,0,40.6,19782,38.5,229,1160,0,1594
2023-03-21 22:26:00,0,80.7,34851,63103,0,0,0,0,0,178,279,130,129,66.0,116,38.5,0,588,30.8,0,38.5,1940,4.27,128,0,65.7,41636,19,1960,7217,0,1865,80.7,0,36035,61110,0,0,0,0,0,223,117,30.3,30.3,41,27.7,19,0,698,24.8,0,19,198,4.13,30.3,0,40.6,29488,38.5,231,1144,0,1864
2023-03-21 22:28:00,0,76.0,27959,80106,0,0,0,0,62.0,177,276,124,124,66.0,121,740,0,589,30.5,0,38.5,1794,4.27,117,0,65.6,41505,19.0,1812,6948,0,1339,76.0,0,58667,87723,0,0,0,0,154,224,108,29.0,29.0,40.6,29.0,470,0,697,24.4,0,19.0,181,4.13,27.7,0,41.0,20261,38.5,203,1127,0,1340
2023-03-21 22:30:00,0,87.0,24247,51497,0,0,0,0,0,177,275,130,124,66.9,126,38.5,0,589,30.8,0,38.5,1858,4.27,117,0,66.0,41510,19,1880,7030,0,1602,87.0,0,35688,59995,0,0,0.389,0,0,224,106,30.7,29.0,41.5,30.3,19,0,697,24.8,0,19,151,4.13,27.7,0,40.3,19102,38.5,180,1114,0,1597
2023-03-21 22:32:00,0,80.7,30127,57851,0,0,0,0,0,178,278,130,124,65.8,132,38.5,0,592,30.8,0,38.5,1796,4.27,122,0,65.7,41693,19.4,1808,6907,0,1341,80.7,0,35546,59679,0,0,0,0,0,224,114,30.3,29.0,40.3,31.6,19,0,697,24.8,0,19.4,158,4.13,29.0,0,40.6,25281,38.5,180,1098,0,1342
2023-03-21 22:34:00,0,73.0,23539,50808,0,0,0,0,0,177,281,129,128,65.8,126,38.5,0,585,30.8,0,38.5,1802,4.27,128,0,65.8,41554,19.4,1829,6903,0,1342,73.0,0,35422,59447,0,0,0,0,0,224,119,30.3,30.3,40.6,30.7,19,0,697,24.8,0,19.4,159,4.13,30.3,0,41,18678,38.5,193,1103,0,1349
2023-03-21 22:36:00,0,71.9,33826,61856,0,0,0,0,0,178,280,136,129,65.8,121,38.5,0,585,30.5,0,38.5,1937,4.27,139,0,65.5,41601,19,1956,7247,0,1876,71.9,0,36014,61007,0,0,0,0,0,223,110,31.6,30.3,40.6,29.4,19,0,703,24.4,0,19,167,4.13,32.9,0,40.6,28448,38.5,189,1116,0,1863
2023-03-21 22:38:00,0,78.2,27949,80120,0,0,0,0,62,179,283,112,112,65.7,110,751,0,587,30.8,0,38.5,1796,4.27,116,0,65.4,41574,19,1820,7022,0,1344,78.2,0,58817,87903,0,0,0,0,153,223,118,26.3,26.3,40.3,26.3,471,0,702,24.8,0,19,158,4.13,27.7,0,40.3,20256,38.5,181,1136,0,1331
2023-03-21 22:40:00,0,76.7,29457,57124,0,0,0.389,0,0,180,276,130,124,66.1,127,38.5,0,586,31.1,0,38.5,1860,4.74,122,0,65.6,41563,19.0,1883,7015,0,1616,76.7,0,35722,60245,0,0.389,0,0,0,222,108,30.3,29.0,41.8,30.3,19.0,0,702,25.0,0,19.0,152,4.60,29.0,0,40.7,24338,38.5,187,1090,0,1607
2023-03-21 22:42:00,0,76.7,25380,52756,0,0,0.389,0,0,178,275,124,124,66.3,121,38.5,0.389,587,30.5,0,38.5,1865,4.97,121,0,65.8,41539,19,1882,7015,0,1608,76.7,0,35710,60087,0,0.389,0,0.389,0,223,109,33.9,29.0,41.8,29.0,19.4,0,699,24.4,0,19,170,4.83,29.0,0,40.6,20239,38.5,187,1089,0,1601
2023-03-21 22:44:00,0,78.9,22718,49913,0,0,0,0,0,178,281,124,129,65.6,127,38.5,0.389,588,30.5,0,38.5,1726,4.50,122,0,65.8,41585,19,1738,6761,0,1072,78.9,0,35208,59134,0,0,0,0.389,0,222,117,29.0,30.3,40.3,30.3,19.4,0,700,24.4,0,19,149,4.37,29.0,0,40.3,18099,38.5,169,1104,0,1077
2023-03-21 22:46:00,0,72.3,33337,61359,0,0,0,0,0,180,275,119,124,65.7,121,38.5,0,589,30.8,0,38.5,1917,4.27,122,0,66.1,41775,19,1988,7143,0,1873,72.3,0,36140,61008,0,0,0,0,0,221,103,27.7,29.0,40.6,29.0,19,0,699,24.8,0,19,148,4.13,29.0,0,41.4,27967,38.5,190,1087,0,1865
2023-03-21 22:48:00,0,73.8,27889,80000,0,0,0,0,62,177,281,124,129,65.8,120,752,0,588,31.1,0,38.5,1796,4.50,122,0,66.1,41629,19,1822,6940,0,1338,73.8,0,58792,87813,0,0,0,0,151,222,117,29.0,30.3,40.6,29.0,472,0,700,25,0,19,155,4.37,29.0,0,41,20198,38.5,195,1066,0,1337
2023-03-21 22:50:00,0,75.2,32278,60274,0,0,0,0,0,178,273,130,135,65.4,132,38.5,0,588,31.2,0,38.5,1867,4.97,128,0,65.8,41614,19,1879,7050,0,1602,75.2,0,35750,60186,0,0,0,0,0,223,110,30.3,31.6,40.6,31.6,19,0,701,25.1,0,19,165,4.83,30.3,0,40.6,27157,38.5,178,1129,0,1598
2023-03-21 22:52:00,0,74.9,25661,53114,0,0,0,0,0,178,278,130,128,65.7,126,38.5,0,587,31.2,0,38.9,1937,4.97,133,0,65.5,41568,19,1950,7203,0,1873,74.9,0,35979,60659,0,0,0,0,0,224,107,30.3,35.2,40.3,30.3,19,0,699,25.1,0,19,171,4.83,31.6,0,40.3,20262,38.5,178,1091,0,1864
2023-03-21 22:54:00,0,76.7,21472,48539,0,0,0,0,0,178,281,130,124,65.7,132,38.9,0,587,30.7,0,38.5,1715,4.50,122,0.389,65.4,41552,19,1739,6764,0.389,1079,76.7,0,35167,58832,0,0,0,0,0,224,119,30.3,29.0,40.6,31.6,19,0,699,24.6,0,19,149,4.37,29.0,0.389,40.3,16846,38.5,181,1080,0,1075
2023-03-21 22:56:00,0,76.0,32125,60087,0,0.389,0,0,0,176,279,124,129,66.4,132,38.5,0,589,30.5,0,38.5,1943,4.27,132,0,65.3,41676,19,1976,7205,0,1878,76.0,0,36048,61327,0,0,0,0,0,223,116,29.0,30.7,41.4,36.6,19,0,698,24.4,0,19,153,4.13,31.6,0,39.9,26739,38.5,195,1140,0,1871
2023-03-21 22:58:00,0,73.0,27544,79650,0,0.389,0,0,62,177,275,124,118,66.5,116,751,0,587,30.5,0,38.5,1823,4.27,128,0,65.0,41604,19,1842,6972,0,1339,73.0,0,58741,88223,0.389,0,0,0,153,223,105,29.0,28.0,41.1,27.7,471,0,700,24.4,0,19,161,4.13,35.2,0,39.5,19836,38.9,179,1117,0,1334
2023-03-21 23:00:00,0,76.0,33741,61865,0,0,0,0,0,177,274,124,124,65.7,116,38.5,0,588,30.9,0.389,38.5,1872,4.66,116,0,65.8,41669,19,1885,7066,0,1599,76.0,0,35785,60733,0.389,0,0,0,0,223,104,29.0,29.0,40.6,27.7,19,0,699,24.9,0,19,184,4.13,32.6,0,41.4,28640,38.9,198,1135,0,1604
2023-03-21 23:02:00,0,80,25676,53166,0,0,0,0,0,178,283,119,118,66.4,116,38.5,0,589,31.5,0.389,38.5,1963,4.66,117,0,66.5,41603,19,2009,7237,0,1874,80,0,36009,60749,0,0,0,0,0,224,118,27.7,27.7,41,27.7,19,0,697,25.5,0,19,171,4.13,27.7,0,41.7,20281,38.5,215,1118,0,1876
2023-03-21 23:04:00,0,78.5,24438,51733,0,0,0,0,0,177,284,119,124,66.7,116,38.5,0,586,31.3,0,38.5,1762,4.50,122,0,66.1,41655,19,1812,6803,0,1083,78.5,0,35252,58864,0,0,0,0,0,223,121,27.7,29.0,41.7,27.7,19,0,695,25.2,0,19,164,4.37,29.0,0,41.7,19830,38.5,225,1093,0,1073
2023-03-21 23:06:00,0,82.9,35349,63462,0,0,0,0,0,179,277,130,130,66.7,126,38.5,0,590,30.5,0,38.5,1928,4.97,128,0,65.8,41713,19,1959,7192,0,1875,82.9,0,36095,61138,0,0,0,0,0,222,114,30.3,30.3,42.1,30.3,19,0,693,24.4,0,19,160,4.83,30.3,0,42.1,29972,38.5,202,1104,0.389,1858
2023-03-21 23:08:00,0,78.2,26553,78718,0,0,0,0,62.0,179,275,124,130,66.1,121,752,0,590,30.5,0,38.5,1808,4.97,128,0,65.7,41583,19.0,1815,7052,0,1345,78.2,0,58889,88027,0,0,0,0,152,223,111,29.0,30.3,41.4,29.0,472,0,698,24.4,0,19.0,162,4.83,30.3,0,42.1,18850,38.5,177,1130,0.389,1335
2023-03-21 23:10:00,0,76.0,33686,61673,0,0,0,0,0,177,282,124,117,65.7,126,38.5,0,590,30.5,0,38.5,1880,4.97,117,0,65.4,41674,19,1891,7071,0,1613,76.0,0,35792,60329,0,0,0,0,0.389,224,114,29.0,27.7,40.6,30.3,19,0.389,700,24.4,0,19,158,4.83,27.7,0,40.3,28571,38.5,178,1118,0,1608
2023-03-21 23:12:00,0,83.3,25673,53165,0,0,0,0,0,178,280,130,129,65.7,121,38.5,0,590,30.5,0,38.5,1945,4.97,128,0,65.7,41627,19,1966,7156,0,1874,83.3,0,36031,61087,0,0,0,0,0,224,118,30.3,30.3,41,29.0,19,0,698,24.4,0.389,19,193,4.83,30.3,0,41,20278,38.5,222,1110,0,1864
2023-03-21 23:14:00,0,81.5,29272,59294,0,0,0,0,0,178,269,129,134,65.7,127,38.5,0,591,30.5,0,38.5,1794,4.50,133,0,65.8,41632,19.0,1817,6908,0,1335,81.5,0,35506,209247,0,0,0,0,0,223,104,30.3,31.6,41.0,30.3,19.0,0,699,24.4,0,19.0,188,4.37,31.6,0,41.4,24420,38.5,223,1172,0,1335
2023-03-21 23:16:00,0,75.6,25426,55061,0.389,0,0,0,0.389,178,275,124,124,65.3,116,38.5,0,590,30.5,0,38.5,1874,4.27,122,0,65.8,41600,19,1883,7029,0,1604,75.6,0,35742,209426,0,0,0,0,0,223,105,29.0,29.0,41,27.7,19,0,698,24.4,0,19,202,4.13,29.0,0,41,20301,38.5,214,1129,0,1599
2023-03-21 23:18:00,0,88.1,25817,77906,0,0,0,0,62,176,290,124,124,65.7,121,752,0,590,30.7,0,38.5,1793,4.27,116,0,65.8,41554,19,1801,6880,0,1350,88.1,0,58791,87543,0,0,0,0,152,224,127,29.0,29.0,40.6,29.0,471,0,695,24.3,0,19,190,4.13,27.7,0,41,18120,38.5,207,1131,0,1340
2023-03-21 23:20:00,0.389,82.6,33600,64928,0,0,0,0,62,177,283,130,129,65.3,132,752,0,593,31.2,0,38.5,1803,4.27,128,0,65.8,41610,19,1825,6908,0,1346,82.6,0.389,38965,64081,0,0,0,0,152,225,119,30.3,30.3,40.6,31.6,471,0,695,25.1,0,19,197,4.13,30.7,0,41.4,27833,38.5,226,1172,0,1338
2023-03-21 23:22:00,0.389,76.3,25482,53116,0,0,0,0.389,0,179,276,130,129,65.7,126,38.5,0,589,31.2,0,38.5,1945,4.27,128,0,66.2,41581,19,1969,7270,0,1869,76.3,0.389,35987,61309,0,0,0,0,0,225,107,30.3,30.3,41.4,30.3,19,0,698,25.1,0,19,201,4.52,30.7,0,41.9,20081,38.5,241,1190,0,1867
2023-03-21 23:24:00,0,78.9,31444,59460,0,0,0,0.389,0,177,284,136,135,65.7,131,38.5,0,590,31.2,0,38.5,1798,4.27,128,0,65.7,41662,19,1817,6884,0,1345,78.9,0,35516,59989,0,0,0,0,0,224,118,31.6,31.6,40.6,31.6,19,0,698,25.1,0,19,199,4.52,30.3,0,41,26597,38.5,226,1134,0,1336
2023-03-21 23:26:00,0,74.1,25408,52955,0,0,0,0,0,177,279,130,135,65.7,126,38.5,0,586,31.2,0,38.5,1876,4.27,133,0,65.8,41612,19,1887,7074,0,1612,74.1,0,35735,60232,0,0,0,0,0,222,111,30.3,31.6,40.3,30.3,19,0,701,25.1,0,19,203,4.13,31.6,0,41,20275,38.5,223,1173,0,1599
2023-03-21 23:28:00,0,73.8,27994,80354,0,0,0,0,62,179,276,124,123,65.7,121,752,0,587,30.9,0,38.5,1869,4.27,128,0,65.7,41581,19,1889,7068,0,1611,73.8,0,59124,88230,0,0,0,0,150,222,106,29.0,29.0,40.3,29.0,472,0,700,24.9,0,19,204,4.13,30.3,0,41.7,20036,38.5,226,1182,0,1600
2023-03-21 23:30:00,0,74.9,36120,71540,0,0,0,0,62,178,278,130,124,65.7,116,752,0,590,30.5,0,38.5,1807,4.73,122,0,65.7,41648,19,1825,6894,0,1348,74.9,0,42688,68240,0,0,0,0,150,223,115,35.2,29.0,40.6,27.7,472,0,697,24.4,0,19,204,4.60,29.0,0,41,30014,38.5,226,1152,0,1336
2023-03-21 23:32:00,0,79.6,24258,51695,0,0,0,0,0,177,278,118,117,65.4,116,38.5,0,590,30.5,0,38.5,1941,4.97,116,0,65.7,41566,19,1962,7176,0,1876,79.6,0,35994,60520,0,0,0.389,0,0,224,115,27.7,27.7,39.9,27.7,19,0,697,24.4,0,19,212,4.83,27.7,0,40.6,18864,38.5,232,1149,0,1866
2023-03-21 23:34:00,0,84.8,33441,61494,0,0,0,0,0,175,275,125,124,66.1,121,38.5,0,586,30.9,0,38.5,1803,4.97,122,0,66.1,41650,19,1822,6854,0,1343,84.8,0,35535,59517,0,0,0,0,0,224,105,29.0,29.0,40.6,29.4,19,0,694,24.9,0,19,202,4.83,29.0,0,41.4,28589,38.5,228,1130,0,1332
2023-03-21 23:36:00,0,74.1,25375,52829,0,0,0,0,0,176,280,136,135,66.1,126,38.5,0,587,31.2,0,38.5,1869,4.97,132,0,65.7,41634,19,1870,7104,0,1611,74.1,0,35765,60041,0,0,0,0,0,224,118,32.0,31.6,41,30.3,19,0,695,25.1,0,19,176,4.83,31.6,0,41,20247,38.5,182,1141,0,1600
2023-03-21 23:38:00,0,72.3,32535,85202,0,0,0,0,62.0,177,278,136,135,65.8,121,752,0,588,30.9,0,38.5,1934,4.97,133,0,65.3,41704,19.4,1954,7279,0,1883,72.3,0,59459,89135,0,0,0,0,155,224,116,31.6,31.6,40.3,29.0,472,0,695,24.9,0,19.0,174,4.84,31.6,0,40.6,24317,38.5,199,1114,0,1868
2023-03-21 23:40:00,0,71.6,26515,65181,0,0,0.389,0,62,180,279,119,118,65.5,116,751,0.389,591,30.7,0,38.5,1725,4.97,117,0,65.3,41929,19,1756,6789,0,1082,71.6,0,46396,72772,0,0.389,0,0.389,155,223,108,27.7,32.6,40.3,27.7,471,0,692,24.6,0,19.4,181,4.83,27.7,0,39.9,20291,38.5,220,1098,0,1072
2023-03-21 23:42:00,0,73.0,23500,50958,0,0,0,0,0,179,276,136,129,65.4,132,38.5,0,590,30.9,0,38.5,1945,4.97,122,0,65.7,41889,19,1954,7262,0,1868,73.0,0,36285,61214,0,0,0,0,0,224,114,31.6,30.3,40.3,31.6,19,0,694,25.2,0,19,207,4.83,29.0,0,40.6,18095,38.5,226,1184,0,1860
2023-03-21 23:44:00,0,73.0,32668,60783,0,0,0,0,0,180,278,130,135,65.8,132,38.5,0,587,30.5,0,38.5,1801,4.97,133,0,65.7,41652,19,1809,6883,0,1334,73.0,0,35501,59496,0,0,0,0,0,224,111,30.3,31.6,40.6,36.6,19,0,696,24.4,0,19,207,4.83,31.6,0,40.6,27824,38.5,213,1159,0,1334
2023-03-21 23:46:00,0,76.0,25253,52841,0,0,0,0,0,180,274,136,128,65.3,127,38.5,0,587,30.5,0,38.5,1877,4.97,133,0,66.4,41563,19,1950,7111,0,1603,76.0,0,35711,60374,0,0,0,0,0,224,105,31.6,30.3,40.3,30.3,19,0,694,24.4,0,19,195,4.83,31.6,0,41,20135,38.5,249,1206,0,1605
2023-03-21 23:48:00,0,73.4,36159,89169,0,0,0,0,62,177,278,124,124,65.3,121,751,0,586,30.5,0,38.9,1936,4.73,128,0,65.8,41627,19,1958,7185,0,1872,73.4,0,59446,89349,0,0,0,0,154,224,117,29.0,29.0,40.6,29.0,471,0,696,24.4,0,19,197,4.60,35.2,0,40.3,27953,38.5,223,1142,0,1864
2023-03-21 23:50:00,0,70.8,26883,69756,0,0,0,0,62,179,282,118,123,66.1,121,751,0,588,30.7,0,38.9,1741,4.27,116,0.389,65.8,41550,19,1756,6747,0,1083,70.8,0,49920,76997,0,0,0,0,154,223,117,27.7,29.0,41,29.0,471,0,695,24.6,0,19,205,4.13,27.7,0,40.3,20281,38.5,227,1119,0,1079
2023-03-21 23:52:00,0,73.8,25330,52915,0,0.389,0,0,0,177,278,119,124,65.7,121,38.9,0,589,30.7,0,38.5,1945,4.27,122,0.389,65.7,41616,19,1970,7281,0.389,1875,73.8,0,36013,61075,0,0,0,0,0,224,113,27.7,29.0,40.6,29.0,19,0,692,24.6,0,19,209,4.13,29.0,0,40.3,19949,38.5,225,1187,0,1864
2023-03-21 23:54:00,0,78.9,34892,63125,0,0.389,0,0,0,178,278,124,124,65.7,121,38.9,0,588,30.7,0,38.5,1794,4.27,121,0,65.7,41708,19,1815,6953,0.389,1336,78.9,0,35559,59743,0,0,0,0,0,224,108,29.0,29.0,40.9,29.0,19,0,693,24.6,0,19,195,4.13,29.0,0,40.3,30065,38.5,222,1174,0,1335
2023-03-21 23:56:00,0,78.2,23976,51362,0,0,0,0,0,178,280,130,129,65.7,126,38.5,0,586,30.5,0,38.5,1880,4.27,133,0,65.7,41573,19,1884,7020,0,1603,78.2,0,35714,60017,0,0,0,0,0,223,112,30.3,30.3,41,30.3,19,0,698,24.4,0,19,208,4.13,31.6,0.389,40.3,18841,38.5,217,1109,0,1603
2023-03-21 23:58:00,0,74.5,36746,89782,0,0,0,0,62,176,278,124,124,65.7,121,751,0,586,30.5,0,38.5,1943,4.27,128,0,66.1,41691,19,1969,7184,0,1870,74.5,0,59459,89176,0,0,0,0,152,224,114,29.0,29.0,40.3,29.0,473,0,700,24.4,0,19,190,4.13,30.3,0,40.6,28550,38.5,219,1127,0,1868
2023-03-22 00:00:00,0,77.8,27436,74120,0,0,0,0,62,177,278,130,129,65.3,131,751,0,585,30.9,0,38.5,1804,4.27,122,0,65.8,41611,19,1814,6890,0,1344,77.8,0,53780,82141,0.389,0,0,0,152,223,108,30.3,30.7,40.3,31.6,473,0,702,24.9,0,19,166,4.13,29.0,0,40.6,20238,38.5,179,1114,0,1333
2023-03-22 00:02:00,0,78.9,29719,57525,0,0,0,0,0,178,282,136,129,65.7,132,38.5,0,587,31.2,0,38.5,1886,4.66,133,0,65.0,41591,19,1934,7055,0,1608,78.9,0,35736,60632,0,0,0,0,0,222,119,31.6,30.3,40.3,31.6,19,0,698,25.1,0,19,167,4.13,31.6,0,40.3,24593,38.5,222,1103,0,1597
2023-03-22 00:04:00,0,80.4,25134,52551,0,0,0,0,0,180,278,129,123,66.0,126,38.5,0,585,30.9,0,38.5,1789,4.27,128,0,65.4,41595,19,1815,6941,0,1345,80.4,0,35471,59724,0,0,0,0,0,223,115,30.3,29.0,41,30.3,19,0,696,24.9,0,19,151,4.13,30.3,0,41,20250,38.9,184,1097,0.389,1341
