"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc065c53ebb186)","Transmit Total (lxc112201e91bdd)","Transmit Total (lxc31a18ef1c7a9)","Transmit Total (lxc4bc7dd70a645)","Transmit Total (lxc56ca4202df8d)","Transmit Total (lxc5a79d5ba43a7)","Transmit Total (lxc60183762415c)","Transmit Total (lxc671f68b87d4c)","Transmit Total (lxc6742cb9c73e8)","Transmit Total (lxc677514151648)","Transmit Total (lxc6878f18c3bad)","Transmit Total (lxc6a5ee68e74ae)","Transmit Total (lxc6df0a0a9ae16)","Transmit Total (lxc711d9d9ccaed)","Transmit Total (lxc77e316fd9553)","Transmit Total (lxc7b296e734ec5)","Transmit Total (lxc7dc8d2fe1b5f)","Transmit Total (lxc7de4e72c399e)","Transmit Total (lxc886931b76f29)","Transmit Total (lxc_health)","Transmit Total (lxcba5d8dc031d5)","Transmit Total (lxcbf44a8db0d00)","Transmit Total (lxcd1a0550bd660)","Transmit Total (lxcd980b65d7e59)","Transmit Total (lxcda5bb31ba605)","Transmit Total (lxcdea961bf232d)","Transmit Total (lxceb50a9da2ffb)","Transmit Total (lxceec6fd46dfaf)","Transmit Total (lxcf2945b926349)","Transmit Total (lxcfae62b1bb3cc)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc065c53ebb186)","Receive Total (lxc112201e91bdd)","Receive Total (lxc31a18ef1c7a9)","Receive Total (lxc4bc7dd70a645)","Receive Total (lxc56ca4202df8d)","Receive Total (lxc5a79d5ba43a7)","Receive Total (lxc60183762415c)","Receive Total (lxc671f68b87d4c)","Receive Total (lxc6742cb9c73e8)","Receive Total (lxc677514151648)","Receive Total (lxc6878f18c3bad)","Receive Total (lxc6a5ee68e74ae)","Receive Total (lxc6df0a0a9ae16)","Receive Total (lxc711d9d9ccaed)","Receive Total (lxc77e316fd9553)","Receive Total (lxc7b296e734ec5)","Receive Total (lxc7dc8d2fe1b5f)","Receive Total (lxc7de4e72c399e)","Receive Total (lxc886931b76f29)","Receive Total (lxc_health)","Receive Total (lxcba5d8dc031d5)","Receive Total (lxcbf44a8db0d00)","Receive Total (lxcd1a0550bd660)","Receive Total (lxcd980b65d7e59)","Receive Total (lxcda5bb31ba605)","Receive Total (lxcdea961bf232d)","Receive Total (lxceb50a9da2ffb)","Receive Total (lxceec6fd46dfaf)","Receive Total (lxcf2945b926349)","Receive Total (lxcfae62b1bb3cc)"
2023-03-11 09:36:00,0.389,71.9,6681,35429,0,1873,0,68.6,0,38.5,2651,4.13,0,445,19,19,1949,9814,0.389,89.8,466,32.1,0.389,257,31.6,117,1917,143,0,453,38.5,6976,408,67.9,4425,71.9,0.389,2916,33986,0,150,0,42.6,0,19,2652,4.27,0,249,38.5,38.5,210,341,0,95.4,259,21.6,0,73.5,25.5,20.3,191,95.9,0,253,19,1065,582,41.8,1366
2023-03-11 09:38:00,0,70.4,5098,33722,0,1723,0.367,66.4,0,38.5,1073,4.13,0,446,19,19,1787,9725,0.389,90.1,467,32.1,0.389,72.1,31.9,122,1734,143,0.389,452,38.9,6712,409,66.1,4290,70.4,0,1317,30845,0,168,0.367,41,0,19,1074,4.27,0,251,38.5,38.9,199,311,0,95,260,21.9,0,70.6,25.7,21.3,182,95.9,0.389,251,19,1106,582,41,1375
2023-03-11 09:40:00,0,68.2,6667,35936,0,1894,0.600,67.2,0,38.5,2650,4.13,0,449,19.4,19,1924,103,0,90.9,467,32.1,0,270,32.3,133,1906,143,0.389,453,38.9,7010,410,66.8,27818,68.2,0,2884,48005,0,156,0.600,42.1,0.389,19,2657,4.27,0,254,38.5,38.9,192,231,0,94.6,261,22.0,0.389,81.2,26.2,22.8,153,95.9,0.389,253,19,1040,582,41.7,2011
2023-03-11 09:42:00,0,70,5614,34739,0,1761,0,66.1,0,38.5,1606,4.13,0,446,19.4,19,1771,103,0,90.9,452,32.2,0,139,32.3,122,1783,143,0,442,38.5,6805,408,66.8,27653,70,0,1830,45800,0,158,0,41.4,0.389,19,1600,4.27,0,251,38.5,38.5,182,232,0,94.6,253,20.5,0.389,71.7,26.2,20.9,164,95.9,0,248,19,1050,582,41.4,2009
2023-03-11 09:44:00,0,71.1,8544,62097,0,1814,45.7,65.0,0,38.9,2130,4.06,0,444,19,386,1839,188,0,90.1,466,33.4,0,204,32.3,133,1847,143,0,452,755,6980,408,65.6,4392,71.1,0,25329,50843,0,162,31.0,40.5,0,19,2123,3.80,0.389,247,38.5,669,182,261,0,95,260,21.4,0,80.1,26.2,22.8,174,95.9,0,251,484,1092,582,41.0,1373
2023-03-11 09:46:00,0,71.1,6681,35363,0,1892,0,67.9,0,38.5,2658,3.43,0,447,19,19,1915,193,0,90.5,467,30.7,0,270,32.3,127,1904,143,0,454,38.5,7012,408,68.6,4443,71.1,0,2917,23897,0,157,0,43.3,0,19,2656,3.57,0,253,38.5,38.5,184,264,0,95,260,19.7,0,81.2,26.2,21.9,180,95.9,0,256,19,1093,582,42.6,1356
2023-03-11 09:48:00,0,70.7,5089,33518,0,1691,0,66.1,0,38.5,1070,3.43,0,448,19,19,1724,105,0,90.1,467,32.1,0,72.8,32.1,132,1716,143,0,451,38.5,6638,406,66.1,4244,70.7,0,1303,20573,0,162,0,42.5,0,19,1070,3.57,0,253,38.9,38.5,183,234,0,94.6,261,21.6,0,70.6,26.0,22.8,181,95.9,0,251,19,1034,583,41,1355
2023-03-11 09:50:00,0,71.1,6669,35276,0,1888,0.600,66.1,0,38.5,2653,3.43,0.389,446,19,19,1898,102,0,90.1,467,30.7,0,270,31.6,127,1902,142,0,453,38.5,6979,405,66.4,4429,71.1,0,2886,23705,0,181,0.600,41.4,0,19,2652,3.57,0,251,38.5,38.5,188,231,0.389,95,260,20.1,0,81.6,25.5,21.9,170,94.5,0,253,19.4,1021,580,41.4,1380
2023-03-11 09:52:00,0,71.1,5612,34176,0,1761,0.389,66.1,0,38.5,1608,3.43,0,445,19,19,1780,102,0,89.8,468,32.9,0,137,31.6,127,1796,142,0,456,38.5,6838,405,66.1,4337,71.1,0,1829,21659,0,154,0,41.7,0,19,1606,3.57,0,249,38.5,38.5,183,232,0,95,261,22.3,0,71.7,25.5,21.9,193,94.5,0,262,19,1076,580,40.6,1374
2023-03-11 09:54:00,0,70.7,7501,60987,0,1685,40.9,66.4,0,38.5,1079,3.43,0,449,19,379,1713,189,0,89.8,468,30.7,0,325,32.1,127,1708,143,0,451,755,6639,406,66.1,4234,70.7,0,24304,48726,0,156,30.6,41.7,0,19,1072,3.57,0,259,38.5,669,190,261,0,95,261,19.7,0,82.6,26.0,21.9,183,95.9,0,251,477,1054,582,41.0,1361
2023-03-11 09:56:00,0,71.1,6708,36131,0,1906,5.46,64.6,0,38.5,2657,3.43,0,447,19,56.5,1921,194,0,89.8,466,31.5,0,524,32.3,122,1900,143,0,452,117,7031,408,64.2,27791,71.1,0,2939,48420,0,180,4.04,40.2,0,19,2661,3.57,0,258,38.5,105,191,265,0,95,259,25.7,0,92.5,26.2,20.9,205,95.9,0,251,72.4,1055,582,39.4,2008
2023-03-11 09:58:00,0,70,5087,34357,0,1690,0,66.1,0,38.5,1075,3.43,0,447,19,19,1720,105,0,91.2,466,32.9,0,72.8,32.1,122,1722,143,0,456,38.5,6723,408,64.2,29237,70,0,1303,46532,0,159,0,41.0,0,19,1081,3.57,0,251,38.5,38.5,186,234,0,94.6,260,22.5,0,70.6,26.0,20.9,185,95.9,0,256,19,1067,582,38.8,2095
2023-03-11 10:00:00,0,70.3,6661,35482,0,1893,0.600,66.7,0,38.5,2649,3.43,0,444,19.0,19.0,1910,103,0,91.5,467,31.5,0,456,31.6,116,1926,143,0,454,38.5,7055,407,65.6,6068,70.3,0,2884,25678,0,195,0.600,42.1,0,19.0,2651,3.95,0,249,38.5,38.5,209,231,0,94.6,260,20.6,0,91.6,25.5,19.9,165,95.9,0,255,19.0,1111,582,40.2,1467
2023-03-11 10:02:00,0,71.5,6669,35437,0,1885,0,63.9,0,38.5,2650,3.43,0,445,19,19,1906,102,0,90.5,467,30.7,0,456,31.6,116,1911,143,0,452,38.5,7021,409,63.9,4436,71.5,0,2886,24021,0,191,0,39.8,0,19,2653,3.96,0,254,38.5,38.5,211,232,0,95,260,19.7,0,91.3,25.5,25.7,203,95.9,0,256,19,1058,582,39.4,1383
2023-03-11 10:04:00,0,70.7,7501,60715,0,1721,44.6,64.2,0,38.5,1073,3.90,0,449,19,382,1742,188,0,90.1,452,32.9,0,1917,31.9,127,1736,143,0,439,755,6716,409,63.5,4303,70.7,0,23953,50379,0,171,30.6,39.8,0,19,1074,4.03,0,260,38.5,669,191,260,0,95,258,27.6,0,103,25.7,27.6,202,95.9,0,249,480,1039,582,39.1,1389
2023-03-11 10:06:00,0,69.6,7237,40020,0,1907,44.6,65.0,0,38.5,2651,4.13,0,446,19,382,1921,192,0,89.8,454,32.9,0,2115,32.3,127,1926,143,0,439,755,7063,408,65.0,4485,69.6,0,6667,30746,0,152,30.6,40.5,0,19,2652,4.27,0,251,38.5,669,199,264,0,94.6,259,22.7,0,113,26.2,21.9,160,95.9,0,244,480,1076,582,40.5,1386
2023-03-11 10:08:00,0,70,5087,33625,0,1714,0,63.5,0,38.5,1075,3.90,0,447,19,19,1746,106,0,89.8,452,30.7,0,1599,32.3,122,1739,143,0,443,38.5,6741,408,63.5,4286,70,0,1302,22326,0,141,0,39.4,0,19,1081,4.03,0,253,38.5,38.5,202,234,0,94.6,252,19.7,0,94.0,26.2,20.9,167,95.9,0,250,19,1082,582,39.1,1378
2023-03-11 10:10:00,0,70,6663,35346,0,1871,0.600,68.9,0,38.5,2655,3.43,0,447,19,19,1906,117,0,89.4,469,32.1,0,1783,32.3,127,1906,143,0,452,38.5,6989,406,68.2,4428,70,0,2875,25453,0,164,0.600,42.9,0,19,2656,3.57,0,252,38.5,38.5,201,247,0,95,261,21.4,0,89.9,26.2,21.9,179,95.9,0,252,19,1031,582,42.2,1374
2023-03-11 10:12:00,0,70.4,6670,35937,0,1881,0,66.4,0,38.5,2654,3.43,0,448,19,19,1876,116,0,89.4,467,31.5,0,270,32.3,127,1901,143,0,452,38.5,7044,409,66.1,27768,70.4,0,2891,48019,0,178,0,41,0,19,2649,3.57,0,252,38.5,38.5,182,247,0,95,260,20.1,0,81.2,26.2,21.9,183,95.9,0,252,19,1038,582,41,1993
2023-03-11 10:14:00,0,70.7,7497,61396,0,1690,38.7,66.8,0,38.5,1082,3.43,0,448,19.0,376,1706,190,0,89.8,465,32.9,0,72.1,32.1,122,1723,143,0,454,754,6739,410,66.4,27614,70.7,0,24085,72475,0,157,30.6,41.4,0,19.0,1076,3.57,0,255,38.5,669,187,261,0,95.0,259,22.0,0,70.6,26.0,20.9,189,95.9,0,253,475,1059,582,41.0,1990
2023-03-11 10:16:00,0,70.4,7685,45517,0,1905,38.7,68.2,0,38.5,2659,3.43,0,444,19,376,1918,199,0,90.1,466,32.9,0,270,31.6,133,1923,143,0,454,754,7020,408,68.6,4440,70.4,0,11286,34218,0,173,30.6,42.9,0,19,2656,3.57,0,249,38.5,669,191,273,0,95,259,22.4,0,81.2,25.5,22.8,174,96.3,0,255,475,1101,582,42.6,1370
2023-03-11 10:18:00,0,70,5095,33575,0,1722,0,65.3,0,38.5,1071,3.43,0,434,19,19,1742,105,0,91.6,467,31.5,0,85.3,31.6,122,1742,143,0,451,38.5,6690,408,66.1,4301,70,0,1315,20751,0,163,0,40.3,0,19,1075,3.57,0,244,38.5,38.5,179,235,0,94.6,260,20.5,0,77.9,25.5,20.9,159,95.9,0,251,19,1065,582,40.6,1396
2023-03-11 10:20:00,0,69.3,6658,35323,0,1875,0.600,68.6,0,38.5,2652,3.43,0,447,19,19,1899,102,0,90.5,465,32.1,0,1540,32.1,122,1920,142,0,451,38.5,6987,404,67.9,4473,69.3,0,2873,25141,0,175,0.600,42.6,0,19,2656,3.57,0,253,38.5,38.5,179,233,0,95,259,21.6,0,88.1,26.0,20.9,183,94.5,0,251,19,1041,580,41.8,1385
2023-03-11 10:22:00,0,70,6670,35339,0,1885,0,63.9,0,38.5,2655,3.43,0,434,19,19,1914,102,0,89.8,468,32.9,0,1553,32.3,122,1913,142,0,453,38.5,7010,404,63.1,4461,70,0,2886,25083,0,165,0,39.4,0,19.4,2654,3.57,0,249,38.5,38.5,203,232,0,95,261,22.4,0,95.1,26.2,20.9,180,94.5,0,253,19,1030,580,38.3,1372
2023-03-11 10:24:00,0,69.6,7503,60835,0,1714,44.6,67.2,0,38.5,1072,3.43,0,445,19,382,1734,189,0,89.4,465,32.9,0,71.0,32.3,116,1740,143,0,455,754,6667,408,66.1,4259,69.6,0,24157,48321,0,173,30.6,41.7,0,19.4,1071,3.57,0,249,38.5,669,187,261,0,95,259,22.4,0,70.6,26.2,20.0,173,95.9,0,255,479,1051,582,41,1358
2023-03-11 10:26:00,0,70.4,8083,50350,0,1874,44.6,66.4,0,38.5,2652,3.43,0,448,19,382,1892,193,0,89.4,466,30.7,0,255,32.3,122,1901,143,0,453,754,7021,409,66.1,4429,70.4,0,15443,39209,0,145,30.6,41,0,19,2654,3.57,0,252,38.5,669,182,266,0,95,259,19.7,0,73.5,26.2,20.9,165,95.9,0,253,479,1072,582,41.4,1382
2023-03-11 10:28:00,0,72.2,5624,34248,0,1760,0,65.0,0,38.5,1600,3.43,0,449,19,19,1769,105,0,89.4,454,32.1,0,150,32.3,110,1776,143,0,441,38.5,6861,408,64.6,5936,72.2,0,1840,23433,0,155,0,40.2,0,19,1606,3.57,0,254,38.5,38.5,177,234,0,95,253,21.9,0,79.0,26.2,19,170,95.9,0,246,19,1063,582,39.8,1485
2023-03-11 10:30:00,0,70.4,6135,34854,0,1826,0.600,67.9,0,38.5,2125,3.43,0,446,19,19,1851,103,0,89.8,453,32.9,0,191,31.9,111,1853,143,0,441,38.5,6954,406,67.5,5994,70.4,0,2349,24430,0,162,0.600,41.8,0,19,2133,3.57,0,251,38.5,38.5,188,232,0,95,252,22.7,0,72.8,25.7,19,172,95.9,0,246,19,1090,582,41.8,1469
2023-03-11 10:32:00,0.389,68.9,6708,35357,0,1924,0,64.2,0.389,38.5,2651,3.43,0,444,19,19,1943,102,0,89.4,454,57.3,0,270,31.9,116,1949,143,0,440,38.5,7106,409,63.9,4479,68.9,0.389,2909,23898,0,162,0,39.8,0,19,2651,3.57,0,249,38.5,38.5,185,232,0,95,253,64.5,0,81.2,25.7,20.3,181,95.9,0,246,19,1072,582,39.4,1372
2023-03-11 10:34:00,0,70,7507,60870,0,1723,41.6,66.8,0,38.5,1073,3.43,0,449,19,378,1724,187,0,90.5,466,33.6,0.389,85.3,32.1,128,1731,143,0,455,754,6684,409,66.4,4285,70,0,24132,53331,0,162,30.6,41.7,0,19,1073,3.57,0,254,38.5,669,180,262,0,95,260,22.0,0,77.9,26.0,21.9,163,95.9,0,255,475,1067,582,41.7,1384
2023-03-11 10:36:00,0,70.7,8532,56077,0,1887,41.6,66.8,0,38.5,2655,3.43,0,446,19,378,1949,9795,0,90.9,467,30.7,0,782,33.0,138,1902,143,0,451,754,6970,406,67.1,4429,70.7,0,20123,60413,0,159,30.6,42.1,0,19,2655,3.57,0,251,38.5,669,203,320,0,95,260,19.7,0,88.1,26.4,23.8,168,95.9,0,251,475,1057,582,41.7,1384
2023-03-11 10:38:00,0,69.6,5630,34879,0,1756,0,64.6,0,38.5,1608,3.43,0,445,19,19,1826,104,0,90.5,468,32.1,0,928,32.6,127,1785,143,0,453,38.5,6779,406,64.2,27670,69.6,0,1859,46546,0,175,0,40.9,0,19,1602,3.57,0,249,38.5,38.5,227,234,0,95.0,262,21.6,0,104,26.4,21.9,204,95.9,0.389,253,19,1035,582,39.4,1992
2023-03-11 10:40:00,0,70.4,5616,34236,0,1748,0.600,66.8,0,38.5,1605,3.43,0,444,19,19,1795,103,0,91.6,466,32.9,0,387,32.1,116,1776,143,0.389,454,38.9,6714,406,66.1,4301,70.4,0,1831,21753,0,191,0.600,41.7,0.389,19,1602,3.57,0,249,38.5,38.5,220,232,0,94.6,259,22.0,0,82.9,26.0,20.0,190,95.9,0,255,19,1035,582,41,1358
2023-03-11 10:42:00,0,70.7,6664,35300,0,1885,0,66.8,0,38.5,2657,3.67,0,449,19.4,19,1905,104,0.389,90.1,467,31.9,0,257,32.3,122,1911,143,0,453,38.5,7002,407,65.0,4429,70.7,0,2877,23793,0,161,0,41,0,19,2660,3.80,0,260,38.5,38.5,166,231,0,95,260,20.6,0,73.9,26.2,20.9,191,95.9,0,254,19,1047,582,40.3,1357
2023-03-11 10:44:00,0,70.7,7498,60922,0,1704,42.7,67.1,0,38.5,1072,3.43,0,435,19.4,380,1716,190,0.389,90.1,466,31.9,0,85.3,32.3,133,1714,143,0,454,753,6734,409,65.3,4275,70.7,0,24204,48550,0,164,30.6,41.7,0,19,1078,3.57,0,251,38.5,669,166,260,0,95,260,20.6,0,77.9,26.2,22.8,205,95.9,0,254,478,1077,583,40.3,1372
2023-03-11 10:46:00,0,70,8944,61135,0,1865,42.7,64.2,0,38.9,2653,3.43,0,433,19,380,1906,194,0,90.9,468,30.7,0,258,32.3,121,1890,143,0,451,753,6985,406,63.9,4424,70,0,24472,50203,0,168,31.0,39.8,0,19,2653,3.57,0.389,242,38.9,669,208,264,0.389,95,261,19.7,0.389,74.2,26.2,20.9,176,95.9,0,251,478,1081,583,38.7,1368
2023-03-11 10:48:00,0,71.5,6674,35403,0,1889,0,65.3,0,38.9,2654,3.43,0,447,19,19,1937,105,0,90.1,468,32.1,0,458,32.3,122,1940,143,0,454,38.5,7083,408,65.3,4488,71.5,0,2894,24196,0,185,0.389,40.6,0,19,2650,3.57,0.389,251,38.9,38.5,190,234,0.389,95,261,21.6,0.389,91.7,26.2,20.9,175,95.9,0,260,19,1057,582,39.5,1392
2023-03-11 10:50:00,0,71.5,5095,33697,0,1716,0.600,65.7,0,38.5,1082,3.82,0.389,447,19,19,1731,102,0,89.4,467,31.5,0,85.3,31.9,116,1738,143,0,455,38.5,6627,407,65.3,4296,71.5,0,1319,20648,0,171,0.600,40.6,0,19,1075,3.57,0,251,38.5,38.5,186,232,0,95,260,20.6,0,77.9,25.7,24.9,188,95.9,0,255,19.4,1038,582,39.9,1380
2023-03-11 10:52:00,0,71.1,6662,35482,0,1925,0.389,63.9,0,38.5,2656,3.82,0.389,449,19,19.4,1909,102,0,90.2,454,32.8,0,257,32.3,116,1938,142,0,439,38.5,7084,404,63.9,4484,71.1,0,2875,24051,0,188,0,39.1,0,19,2653,3.57,0,260,38.5,38.5,228,232,0,95,258,27.0,0,74.2,26.2,24.9,211,94.5,0,250,19.4,1060,580,39.5,1376
2023-03-11 10:54:00,0,72.2,7503,60928,0,1690,49.4,66.8,0,38.5,1069,3.67,0,449,19,395,1717,188,0,90.2,455,33.6,0,85.1,32.1,116,1735,143,0,439,755,6624,406,66.1,4256,72.2,0,24209,48398,0,164,30.6,41.4,0,19,1067,3.80,0,255,38.5,669,216,261,0,94.6,259,28.0,0,78.3,26.0,20.0,181,95.9,0,244,493,1061,582,41.4,1383
2023-03-11 10:56:00,0,72.6,9073,63333,0,1886,49.0,67.9,0,38.5,2651,4.13,0,444,19,395,1898,207,0,90.5,467,31.5,0,3097,31.6,122,1912,143,0,454,755,6951,407,67.1,27782,72.6,0,25771,78631,0,177,30.6,42.2,0,19,2658,4.27,0,249,38.5,669,198,281,0,94.6,260,20.7,0,114,25.5,20.9,178,95.9,0,255,493,1051,582,41.1,2003
2023-03-11 10:58:00,0,71.5,6666,36108,0,1901,0,68.6,0,38.5,2657,4.13,0,445,19,19,1922,119,0,90.9,466,30.7,0,1572,31.6,127,1927,143,0,454,38.5,7086,406,68.6,29444,71.5,0,2878,51084,0,160,0,42.9,0,19,2660,4.27,0,249,38.5,38.5,190,249,0,95,260,19.7,0,97.2,25.5,21.9,180,95.9,0,255,19,1054,582,42.6,2116
2023-03-11 11:00:00,0,71.5,5094,33733,0,1704,0.600,65.7,0,38.5,1071,3.67,0,450,19,19,1714,103,0,91.2,467,32.9,0,85.7,32.1,127,1722,143,0,453,38.5,6660,408,65.7,5888,71.5,0,1314,22228,0,160,0.600,41.0,0,19,1071,3.80,0,256,38.5,38.5,166,232,0,95,260,22.5,0,77.9,26.0,21.9,203,95.9,0,253,19,1047,582,40.3,1486
2023-03-11 11:02:00,0,70.4,6662,35319,0,1932,0,67.9,0,38.5,2649,3.43,0,446,19,19,1940,102,0,90.5,467,31.5,0,256,32.3,122,1934,143,0,454,38.5,7146,408,68.2,4479,70.4,0,2875,23981,0,161,0,41.8,0,19,2649,3.96,0,251,38.5,38.5,187,232,0,95,260,20.5,0,73.9,26.2,20.9,198,95.9,0,255,19,1078,582,42.2,1386
2023-03-11 11:04:00,0,70.7,7502,60799,0,1709,45.7,66.4,0,38.5,1081,3.67,0,445,19,386,1740,192,0,89.4,467,31.5,0,84.9,32.3,138,1740,143,0,454,753,6652,409,66.4,4245,70.7,0,24200,48414,0,163,30.6,41,0,19,1075,3.80,0,249,38.5,669,187,261,0,95,260,20.5,0,77.9,26.2,23.8,164,95.9,0,253,484,1048,582,41.4,1365
2023-03-11 11:06:00,0,71.1,9080,62589,0,1874,45.7,65.7,0,38.5,2659,4.13,0,447,19,386,1910,196,0,90.1,468,31.5,0,270,32.3,133,1915,143,0,451,753,6998,409,66.1,4430,71.1,0,25774,51731,0,165,30.6,41,0,19,2659,4.27,0,253,38.5,669,188,266,0,95,261,20.6,0,81.6,26.2,22.8,180,95.9,0,251,484,1036,582,40.6,1370
2023-03-11 11:08:00,0,71.1,6662,35358,0,1880,0,65.3,0,38.5,2654,4.13,0,434,19,19,1888,105,0,90.5,466,32.1,0,257,32.3,144,1902,143,0,454,38.5,7058,410,65.3,4419,71.1,0,2879,23846,0,191,0,40.3,0,19,2655,4.27,0,249,38.5,38.5,195,234,0,95,260,21.6,0,73.9,26.2,24.7,189,95.9,0,255,19,1067,582,39.9,1361
2023-03-11 11:10:00,0,71.5,5095,33569,0,1690,0.600,66.1,0,38.5,1071,4.13,0,434,19,19,1696,103,0,89.8,468,30.7,0,85.3,31.9,122,1710,143,0,454,38.5,6598,408,66.5,4239,71.5,0,1313,20528,0,152,0.600,40.6,0,19,1072,4.27,0,250,38.5,38.5,180,232,0,95,261,19.7,0,77.9,25.7,20.9,195,95.9,0,255,19,1064,582,41.4,1361
2023-03-11 11:12:00,0,69.6,6662,35336,0,1901,0,65.7,0,38.5,2652,4.13,0,446,19.0,19.0,1926,103,0,89.4,466,31.5,0,259,31.9,133,1924,143,0,453,38.5,7050,406,65.8,4482,69.6,0,2872,23983,0,161,0,40.3,0,19.0,2656,4.27,0,249,38.5,38.5,187,231,0,95.0,259,20.5,0,73.9,25.7,22.8,189,96.3,0,253,19.0,1059,582,40.6,1386
2023-03-11 11:14:00,0,70.7,7484,61375,0,1694,44.9,66.8,0,38.5,1072,4.13,0,449,19,385,1718,188,0,90.1,468,32.9,0,1361,31.6,127,1720,143,0,451,744,6692,409,67.1,27620,70.7,0,24039,73709,0,163,29.0,40.7,0,19,1073,4.27,0,254,38.5,663,188,261,0,95,261,22.5,0,85.6,25.5,21.9,170,96.3,0,251,475,1044,582,41.1,2018
2023-03-11 11:16:00,0,70.0,8552,62496,0,1814,47.9,65.3,0,38.5,2126,4.13,0,448,19.0,389,1840,191,0,89.4,468,31.5,0,1492,31.6,127,1842,143,0,453,754,6846,409,65.7,27725,70.0,0,25111,75904,0,155,30.6,39.9,0,19.0,2126,4.27,0,253,38.5,669,183,265,0,95.0,261,20.6,0,94.8,25.5,21.8,169,95.9,0,253,486,1049,582,40.3,2010
2023-03-11 11:18:00,0,70.7,6667,35322,0,1892,0,65.7,0,38.5,2658,4.13,0,445,19,19,1898,104,0,89.8,454,30.7,0,258,31.6,127,1907,142,0,443,38.5,7048,407,65.7,4434,70.7,0,2882,23999,0,165,0,40.6,0,19,2659,4.27,0,249,38.5,38.5,185,234,0,95,253,19.7,0,73.9,25.5,21.9,162,95.9,0,250,19,1069,582,40.3,1364
2023-03-11 11:20:00,0,71.5,5098,33560,0,1710,0.600,66.4,0,38.5,1079,4.13,0,449,19,19,1729,103,0,89.8,467,32.1,0,339,31.9,122,1739,144,0,452,38.5,6624,409,65.3,4257,71.5,0,1320,20833,0,157,0.600,41.4,0,19,1072,4.27,0,254,38.5,38.5,191,232,0,95,260,22.0,0,89.2,25.7,20.9,168,97.9,0,251,19,1039,584,39.9,1349
2023-03-11 11:22:00,0,71.5,6671,35347,0,1885,0.600,65.8,0,38.5,2659,4.13,0,446,19,19,1915,102,0,90.5,467,32.9,0,270,32.3,121,1923,144,0,452,38.5,7069,408,66.1,4438,71.5,0,2890,23882,0,152,0.600,41,0,19,2656,4.27,0,251,38.5,38.5,187,232,0,94.6,260,22.3,0,81.6,26.2,20.9,172,96.5,0,251,19,1067,582,40.6,1373
2023-03-11 11:24:00,0,70,7457,56620,0,1774,0,66.9,0,38.5,1599,3.90,0,444,19,19,1787,188,0,91.6,465,31.5,0,138,32.3,133,1806,143,0,455,38.5,6824,409,66.4,4353,70,0,20782,44673,0,168,0,41.7,0,19,1601,4.03,0,249,38.5,38.5,176,260,0,95,259,20.6,0,71.7,26.2,22.8,188,95.9,0,255,19,1055,582,41,1387
2023-03-11 11:26:00,0,70.4,8551,61998,0,1815,40.5,68.2,0,38.5,2125,3.43,0,447,19,378,1826,193,0,91.6,467,31.5,0,204,32.3,127,1843,143,0,456,753,6857,408,68.2,4359,70.4,0,25230,50719,0,162,30.6,42.6,0,19,2124,3.57,0,253,38.5,669,180,265,0,95,260,20.6,0,80.1,26.2,21.9,175,96.3,0,257,477,1054,583,42.2,1372
2023-03-11 11:28:00,0.389,70.7,6664,35439,0,1885,0,66.4,0,38.5,2661,3.43,0,448,19,19,1910,105,0,90.1,465,32.3,0,257,32.3,122,1902,143,0,452,38.5,7088,409,65.3,6074,70.7,0.389,2880,25800,0,151,0,41.4,0,19,2664,3.57,0,260,38.5,38.5,187,235,0,95,259,21.4,0,73.9,26.2,20.9,184,95.9,0,251,19,1039,582,39.9,1476
2023-03-11 11:30:00,0,71.1,5093,33671,0,1711,0.600,65.3,0.389,38.5,1078,3.43,0,445,19,19,1716,103,0,90.1,465,31.5,0,259,32.3,128,1718,143,0,453,38.5,6642,408,65.7,5891,71.1,0,1309,22428,0,166,0.600,39.9,0,19.4,1071,3.57,0,249,38.5,38.5,167,231,0,95,259,20.8,0,80.7,26.2,21.9,187,96.3,0,253,19,1048,583,40.3,1482
2023-03-11 11:32:00,0,71.1,6670,35432,0,1893,0.600,68.6,0.389,38.5,2658,3.43,0,447,19,19,1905,103,0,90.9,467,32.1,0,270,32.7,122,1912,143,0,456,38.5,7056,407,68.2,4432,71.1,0,2892,23853,0,175,0.600,42.6,0,19.4,2655,3.57,0,253,38.5,38.5,194,231,0,95,260,21.6,0,81.2,26.2,20.9,196,96.3,0,262,19,1089,583,42.6,1389
2023-03-11 11:34:00,0,70.7,7572,52151,0,1814,0,66.4,0,38.5,2127,3.43,0,449,19,19,1851,9792,0,90.5,468,32.1,0.389,715,32.7,122,1844,142,0,453,38.5,6875,409,66.4,4363,70.7,0,16947,51075,0,140,0,41.7,0,19,2134,3.57,0,254,38.5,38.5,196,313,0,95,261,21.6,0,87.7,26.2,20.9,167,95.9,0,259,19,1031,582,41,1385
