"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc00b02f3908fd)","Transmit Total (lxc0e2771075e46)","Transmit Total (lxc1e2a40cae5f0)","Transmit Total (lxc1eee36049311)","Transmit Total (lxc1f8ee7cb496e)","Transmit Total (lxc20efeaa95647)","Transmit Total (lxc3a8168be8fb2)","Transmit Total (lxc4c9782567f15)","Transmit Total (lxc4e6897478d09)","Transmit Total (lxc51cdd8ff1bad)","Transmit Total (lxc658d02a437db)","Transmit Total (lxc75a8ec1f1cf4)","Transmit Total (lxc798052b5689f)","Transmit Total (lxc878bb64d0384)","Transmit Total (lxc8ab2ea2d4458)","Transmit Total (lxc9b65d3feae75)","Transmit Total (lxc9f89014ebd36)","Transmit Total (lxc_health)","Transmit Total (lxca09c7476b2bb)","Transmit Total (lxca7dd72a275da)","Transmit Total (lxcacf2089d5184)","Transmit Total (lxcbd375acf295f)","Transmit Total (lxcc9469532d43c)","Transmit Total (lxcd07ed415f195)","Transmit Total (lxce2678e98ee06)","Transmit Total (lxce7062d29f75b)","Transmit Total (lxce7c28d678a8f)","Transmit Total (lxcfc36a1177bf4)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc00b02f3908fd)","Receive Total (lxc0e2771075e46)","Receive Total (lxc1e2a40cae5f0)","Receive Total (lxc1eee36049311)","Receive Total (lxc1f8ee7cb496e)","Receive Total (lxc20efeaa95647)","Receive Total (lxc3a8168be8fb2)","Receive Total (lxc4c9782567f15)","Receive Total (lxc4e6897478d09)","Receive Total (lxc51cdd8ff1bad)","Receive Total (lxc658d02a437db)","Receive Total (lxc75a8ec1f1cf4)","Receive Total (lxc798052b5689f)","Receive Total (lxc878bb64d0384)","Receive Total (lxc8ab2ea2d4458)","Receive Total (lxc9b65d3feae75)","Receive Total (lxc9f89014ebd36)","Receive Total (lxc_health)","Receive Total (lxca09c7476b2bb)","Receive Total (lxca7dd72a275da)","Receive Total (lxcacf2089d5184)","Receive Total (lxcbd375acf295f)","Receive Total (lxcc9469532d43c)","Receive Total (lxcd07ed415f195)","Receive Total (lxce2678e98ee06)","Receive Total (lxce7062d29f75b)","Receive Total (lxce7c28d678a8f)","Receive Total (lxcfc36a1177bf4)"
2023-03-20 14:20:00,0,82.9,13671,47719,269,0,12084,4346,4543,0,1954,133,0,135,1893,304,32.1,467,68424,3.67,0,31.6,66.2,65.8,0,9774,0,120,29512,306,2587,225,82.9,0,29940,142318,269,0,3623,1411,1421,0,173,31.6,0,31.6,104,380,21.5,261,2525,3.80,0,25.5,40.4,40.6,0,301,0,29.0,10274,440,1282,231
2023-03-20 14:22:00,0,75.6,14257,48483,270,0,15789,4791,27968,0,1749,122,0,124,364,307,30.7,468,68258,4.13,0,31.6,66.1,65.7,0,103,0.600,132,20314,306,2584,225,75.6,0,20769,148818,270,0,3184,1510,2018,0,221,29.0,0,29.0,81.8,378,19.7,261,2515,4.27,0,25.5,41,41.4,0,233,0.600,31.6,10853,439,1281,225
2023-03-20 14:24:00,0,78.5,13364,47606,269,0,13952,4796,4559,0,1964,128,0,129,579,306,32.5,467,68444,3.90,0.389,31.6,66.1,66.4,0,103,0.600,126,29446,305,2583,221,78.5,0,29887,133129,269,0,3747,1524,1436,0,228,30.3,0,30.3,87.7,378,21.6,260,2532,4.03,0,25.5,40.6,41.4,0,232,0.600,30.7,9971,441,1279,219
2023-03-20 14:26:00,0,74.1,15081,48478,270,0,12259,4338,4310,0.389,1724,128,0,129,80.7,304,31.5,466,68234,3.43,0,31.6,65.8,65.7,0,104,0,116,19737,305,2584,218,74.1,0,20187,119399,270,0,3004,1446,1419,0,205,30.3,0,30.3,75.1,380,20.5,266,2519,3.57,0,25.5,40.3,41,0,231,0,27.7,11678,441,1281,211
2023-03-20 14:28:00,0,82.6,14498,48831,270,0,15469,4710,4531,0,1955,122,0,124,288,307,31.5,468,68435,3.43,0,31.6,65.8,65.7,0,183,38.0,126,20305,507,2585,222,82.6,0,21002,125115,270,0,3763,1495,1447,0,222,29.0,0,29.0,76.1,378,20.1,261,2522,3.57,0,25.5,40.3,41,0.389,261,35.0,30.3,10917,586,1281,217
2023-03-20 14:30:00,0,81.5,13744,47934,269,0,12106,4341,4552,0,1960,121,0,123,296,307,30.7,468,68393,3.43,0,31.6,66.3,65.7,0,107,38.0,121,28614,505,2582,225,81.5,0,29284,130118,269,0,3688,1455,1450,0,228,33.9,0,29.0,80.2,378,19.7,261,2503,3.57,0.389,25.5,41.1,41,0,236,35.0,33.9,10174,589,1278,221
2023-03-20 14:32:00,0,82.9,11820,45304,270,0,14078,4732,4341,0,1751,128,0,129,2360,306,32.1,467,68199,3.43,0,31.6,65.8,66.1,0,103,0,126,20251,303,2584,218,82.9,0,20728,125066,270,0,3159,1527,1420,0,222,35.2,0,35.2,106,379,21.6,260,2501,3.57,0,25.5,40.6,42.1,0,233,0,30.3,8411,443,1284,213
2023-03-20 14:34:00,0,77.1,12596,46749,269,0,13844,4729,4564,0,1971,128,0,129,2565,303,33.5,467,68393,3.43,0,31.6,65.7,66.1,0,104,0.989,121,28354,304,2585,219,77.1,0,28801,133942,272,0,3744,1515,1432,0,231,30.3,0,35.2,106,381,23.4,260,2516,3.57,0,25.5,40.3,41.7,0,232,0.600,29.0,9184,439,1286,213
2023-03-20 14:36:00,0,84.0,14641,48078,265,0,13899,4343,4345,0,1752,128,0,129,298,304,32.9,468,68216,3.43,0,31.6,65.3,65.7,0,104,0.389,121,18680,305,2584,225,84.0,0,19133,120224,271,0,3074,1465,1428,0,220,30.3,0,30.7,88.1,380,22.7,261,2500,3.57,0,25.5,39.9,41.4,0,232,0,29.0,11234,441,1279,225
2023-03-20 14:38:00,0,77.8,15117,49721,264,0,17319,4808,6680,0,1973,122,0.389,124,504,308,32.1,467,68384,3.43,0,31.6,65.7,65.7,0,187,38.2,126,20328,507,2584,222,77.8,0,21015,129614,268,0,3857,1539,1560,0,221,29.0,0,29.4,86.2,377,22.0,259,2492,3.57,0,25.5,40.7,41,0,262,35.7,30.3,11548,585,1279,217
2023-03-20 14:40:00,0,81.8,14739,49004,265,0,12108,4367,4561,0,1962,133,0.389,135,286,306,30.7,466,68419,3.43,0,31.6,65.7,65.7,0,107,38.2,132,28068,505,2583,218,81.8,0,28725,129361,269,0,3690,1482,1430,0,225,31.6,0,31.6,73.1,378,19.7,260,2523,3.57,0,25.5,40.7,40.6,0,236,35.7,31.6,11177,588,1279,214
2023-03-20 14:42:00,0,85.5,13792,47306,266,0,13984,4732,4342,0,1746,133,0,135,80.4,306,31.5,468,68237,3.43,0,31.6,66.1,65.7,0,105,0,121,20275,306,2583,226,85.5,0,20739,122202,269,0,3107,1508,1426,0,211,31.6,0,31.6,75.5,378,20.5,261,2505,3.57,0,25.5,40.6,40.3,0,232,0,29.0,10386,439,1279,227
2023-03-20 14:44:00,0,86.3,12974,46874,266,0,13715,4715,4545,0,1961,133,0,135,288,307,32.9,467,68392,3.43,0,31.6,65.7,65.7,0,103,0.600,132,27088,304,2584,225,86.3,0,27525,129856,269,0,3617,1464,1407,0,190,32.0,0,31.6,74.6,377,22.4,260,2508,3.57,0,25.5,40.3,40.6,0,232,0.600,31.6,9577,441,1279,225
2023-03-20 14:46:00,0,80,14489,47812,265,0,12310,4348,4326,0,1784,128,0,129,1359,307,31.5,470,68166,3.43,0,32.0,66.1,66.3,0,103,0,132,17443,302,2585,223,80,0,17910,118492,269,0,3030,1429,1403,0,195,30.3,0,30.3,89.9,380,20.6,262,2500,3.57,0,25.5,40.6,41,0,231,0,31.6,11080,442,1281,218
2023-03-20 14:48:00,0,79.3,15620,49937,265,0,15501,4718,4533,0,1960,133,0,135,297,309,32.3,466,68387,3.43,0,31.6,65.8,66.0,0.389,186,37.5,120,26182,505,2586,223,79.3,0,26869,131664,270,0,3730,1464,1403,0.389,190,31.6,0,31.6,81.0,378,21.5,260,2509,3.57,0,25.5,40.6,41.4,0,260,35.3,29.0,12044,587,1281,219
2023-03-20 14:50:00,0,81.5,13029,47394,265,0,12077,4340,28142,0,1961,128,0,129,287,309,31.5,468,68415,3.43,0,31.6,65.7,66.4,0,105,37.5,116,18070,506,2583,218,81.5,0,18753,142731,270,0,3608,1414,1887,0,193,30.3,0,30.3,75.3,379,20.5,261,2522,3.57,0,25.5,40.6,42.1,0,236,35.3,27.7,9453,587,1277,214
2023-03-20 14:52:00,0,76.3,15099,48700,265,0,15757,4792,4333,0,1715,117,0,118,373,306,30.7,470,68226,3.43,0,31.6,65.8,65.7,0,105,0,126,20355,305,2585,226,76.3,0,20801,124424,269,0,3120,1518,1429,0,193,27.7,0,27.7,86.3,379,19.7,262,2515,3.57,0,25.5,40.3,41,0,231,0,30.3,11695,440,1281,228
2023-03-20 14:54:00,0.389,85.9,13504,47826,266,0,13975,4833,4581,0,1959,122,0,124,2172,308,32.9,456,68393,3.43,0,31.6,65.7,65.7,0,105,0.600,121,29689,304,2616,226,85.9,0.389,30122,135289,270,0,3753,1543,1458,0,211,29.0,0,29.0,113,377,22.5,254,2517,3.57,0,25.5,40.3,41,0,231,0.600,29.0,10112,441,1296,227
2023-03-20 14:56:00,0,86.6,13215,46890,269,0,12796,4344,4386,0,1848,122,0,124,142,308,32.1,468,68255,3.43,0,31.6,65.8,65.7,0,9796,0.233,137,20283,306,2585,222,86.6,0,20739,130928,269,0,3269,1454,1436,0,232,29.0,0,29.0,71.3,377,21.6,261,2507,3.57,0,25.5,40.4,41.4,0,295,0.233,32.9,9809,438,1281,216
2023-03-20 14:58:00,0,82.2,13738,47870,270,0,15102,4735,4487,0,1902,128,0,130,224,308,32.2,468,68323,3.43,0,31.6,66.0,66.1,0,187,0,132,29316,307,2585,221,82.2,0,29784,133766,270,0,3606,1532,1450,0,230,30.3,0,30.3,78.8,376,20.6,261,2499,3.57,0,25.5,40.6,41.4,0,262,0,31.6,10326,438,1280,215
2023-03-20 15:00:00,0,78.9,14175,48336,269,0,12113,4346,4545,0,1957,139,0,141,289,306,32.2,469,68381,3.67,0,31.6,66.3,65.7,0,122,38.2,126,19520,506,2584,224,78.9,0,20187,120076,270,0,3695,1459,1452,0,225,32.9,0,32.9,82.0,379,20.6,261,2514,3.80,0,25.5,41.0,40.3,0,250,35.3,30.3,10606,587,1279,220
2023-03-20 15:02:00,0,75.2,13507,46933,269,0,14001,4702,4302,0,1731,127,0,128,80.0,304,32.9,468,68197,4.13,0,31.6,65.7,65.7,0,117,0,116,20280,306,2584,225,75.2,0,20741,122056,269,0,3072,1486,1432,0,216,30.3,0,30.3,75.1,380,27.6,261,2496,4.27,0,25.5,40.6,41,0,247,0,27.7,10095,439,1279,225
2023-03-20 15:04:00,0,87.3,14143,48299,269,0.389,13837,4717,4526,0,1945,117,0,118,295,304,32.9,467,68374,4.13,0,31.6,66.8,65.7,0,103,0.600,121,28426,307,2587,217,87.3,0,28884,131558,270,0.389,3700,1485,1421,0,214,27.7,0,27.7,80.2,380,27.6,260,2511,4.27,0,25.5,42.2,41.4,0,232,0.600,29.0,10739,437,1287,211
2023-03-20 15:06:00,0,78.2,14695,49202,268,0.389,14906,4366,28068,0,1885,122,0,124,728,308,30.7,467,68336,3.67,0,31.6,65.6,65.7,0,102,0.600,126,20306,305,2585,221,78.2,0,20749,148221,268,0.389,3487,1451,2000,0,222,29.0,0,29.0,87.1,378,19.7,261,2526,3.80,0,25.5,40.6,41,0,232,0.600,30.3,11294,440,1279,215
2023-03-20 15:08:00,0,84.0,16129,50703,268,0,16101,4821,30015,0,1734,128,0,129,593,306,32.9,468,68268,3.43,0,31.6,65.3,65.9,0,184,0,121,28191,302,2583,221,84.0,0,28652,159874,268,0,3235,1525,2112,0,214,30.3,0,30.3,89.0,378,27.7,261,2528,3.57,0,25.5,39.9,41.4,0,261,0,29.0,12725,443,1279,223
2023-03-20 15:10:00,0,88.4,15072,49297,269,0,12308,4367,4541,0,1967,128,0,129,287,303,31.5,467,68410,3.82,0,31.6,64.9,66.0,0,106,38.2,120,18388,506,2585,225,88.4,0,19095,119284,270,0,3739,1444,1451,0,233,30.3,0,30.3,75.3,380,20.6,260,2525,3.57,0,25.5,39.5,43.2,0,235,35.3,29.0,11490,586,1280,220
2023-03-20 15:12:00,0,84.8,12913,46386,269,0,14088,4761,4323,0,1748,117,0,118,288,304,33.5,469,68223,3.43,0,31.8,65.7,66.1,0,105,0,121,20227,301,2586,223,84.8,0,20691,122875,269,0,3140,1511,1440,0,222,27.7,0,27.7,81.8,379,23.7,262,2504,3.57,0,25.7,40.3,40.6,0,230,0,29.0,9506,442,1280,218
2023-03-20 15:14:00,0,85.1,13942,48130,270,0,13836,4746,4546,0,1964,122,0,124,513,305,33.5,467,68388,3.43,0,31.6,65.7,65.7,0,106,0.367,121,21679,302,2584,208,85.1,0,22152,125148,270,0,3689,1495,1458,0,224,29.0,0,29.0,91.8,380,23.7,266,2506,3.96,0,25.5,40.6,40.3,0,230,0.367,29.0,10538,441,1279,207
2023-03-20 15:16:00,0,74.9,15636,49850,269,0,13700,4361,4548,0,1977,128,0,129,286,302,31.5,468,68389,3.90,0,31.6,65.7,66.0,0,106,0.600,116,20374,307,2583,226,74.9,0,20816,122544,269,0,3687,1435,1462,0,237,31.5,0,31.5,75.3,382,20.6,267,2499,4.03,0,25.5,40.3,41.4,0,230,0.600,27.7,12239,439,1278,226
2023-03-20 15:18:00,0,82.6,15185,48954,269,0,14179,4752,4327,0,1756,122,0,124,80.0,305,31.5,467,68187,4.13,0,31.6,65.7,65.8,0,192,0,110,28063,306,2609,221,82.6,0,28527,131089,269,0,3179,1504,1454,0,218,34.7,0.389,29.0,75.1,380,20.6,261,2492,4.27,0,25.5,41,41.7,0,260,0,26.3,11772,439,1294,221
2023-03-20 15:20:00,0,81.8,14352,48513,270,0,12111,4371,4545,0,1967,121,0,123,296,306,32.9,468,68400,4.13,0,31.6,65.4,65.8,0,108,37.6,121,18411,503,2588,220,81.8,0,19109,119114,270,0,3654,1446,1455,0,226,34.7,0,29.0,79.9,379,22.4,261,2512,4.27,0,25.5,40.7,40.3,0,235,34.7,34.7,10777,587,1284,215
2023-03-20 15:22:00,0,80.7,15312,49042,269,0,15717,4818,4353,0,1740,117,0,118,71.6,309,32.1,466,68189,4.13,0,31.6,65.4,66.1,0,105,37.6,127,29686,504,2585,221,80.7,0,30328,134429,269,0,3073,1524,1462,0,209,27.7,0,33.2,70.2,376,21.6,260,2511,4.27,0,25.5,40.0,41.4,0,231,34.7,30.7,11766,586,1286,216
2023-03-20 15:24:00,0,77.4,13532,47660,270,0,13878,4818,4572,0,1977,127,0,128,296,309,31.1,471,68372,4.13,0,31.6,66.1,66.1,0,103,0,132,19848,306,2582,218,77.4,0,20310,122555,270,0,3679,1516,1471,0,233,30.3,0,30.3,80.2,376,19.7,262,2517,4.27,0,25.5,40.6,41.4,0,232,0,31.6,10119,439,1276,211
2023-03-20 15:26:00,0,80.7,16025,50299,270,0,13733,4369,4550,0,1981,133,0,135,1616,307,31.9,469,68349,3.67,0.389,31.6,66.1,65.7,0,103,0.600,126,20410,306,2585,224,80.7,0,20859,123819,270,0,3696,1451,1451,0,246,31.6,0,31.6,103,378,20.7,262,2502,3.80,0,25.5,40.6,41,0,232,0.600,30.3,12621,440,1281,225
2023-03-20 15:28:00,0,87.0,16700,50594,269,0,14165,4762,4350,0,1746,133,0,135,2404,304,31.5,468,68182,3.43,0.389,31.6,65.8,65.8,0,186,0,126,29125,305,2586,225,87.0,0,29578,134508,269,0,3175,1525,1448,0,220,31.6,0,31.6,117,378,20.5,261,2481,3.57,0,25.5,40.4,41,0,261,0,30.3,13294,443,1282,226
2023-03-20 15:30:00,0,81.5,13246,47714,270,0,12118,4369,28100,0,1966,128,0,129,2589,306,32.9,468,68401,3.43,0,31.6,66.1,65.8,0,107,37.6,116,20250,503,2583,219,81.5,0,20947,147652,270,0,3653,1449,1873,0,221,30.3,0,30.3,112,378,22.4,261,2514,3.57,0,25.5,40.7,41,0,235,34.7,27.7,9657,589,1277,213
2023-03-20 15:32:00,0,78.2,12872,46431,269,0,14091,4738,4331,0,1764,117,0,118,73.0,306,30.7,466,68273,3.43,0,31.6,66.1,65.7,0,103,37.6,115,28604,505,2584,225,78.2,0,29261,131376,270,0,3129,1493,1458,0,236,27.7,0,27.7,69.1,379,19.7,260,2531,3.57,0.389,25.5,40.7,40.6,0.389,232,34.7,27.7,9309,588,1279,220
2023-03-20 15:34:00,0,85.1,13209,47389,270,0,13869,4747,4533,0.389,1970,117,0,118,1888,306,31.5,453,68430,3.43,0,31.6,65.7,65.7,0,104,0,116,18807,303,2584,223,85.1,0,19296,122984,270,0,3751,1507,1448,0,228,27.7,0,27.7,104,377,20.6,253,2535,3.57,0,25.5,40.3,40.6,0,231,0,27.7,9797,443,1279,219
2023-03-20 15:36:00,0,81.1,15769,49964,269,0,15348,4369,4542,0,1960,117,0.389,118,295,307,32.9,466,68414,3.43,0,31.6,65.7,65.3,0,106,0.989,121,20367,305,2585,221,81.1,0,20826,124084,268,0,3709,1449,1459,0,217,27.7,0,27.7,79.1,377,22.9,260,2508,3.57,0,25.5,40.7,40.6,0,229,0.989,29.0,12361,440,1281,221
2023-03-20 15:38:00,0,77.8,15712,49592,268,0,15879,4818,6405,0,1744,122,0,124,71.9,307,31.5,469,68263,3.43,0,31.6,65.8,65.3,0,190,0,121,28048,305,2587,221,77.8,0,28483,134683,268,0,3170,1518,1553,0,213,29.0,0,29.4,69.8,378,20.5,262,2509,3.57,0,25.5,40.3,40.6,0,261,0,29.0,12315,438,1281,215
2023-03-20 15:40:00,0,74.5,12771,46700,270,0,12045,4350,4532,0,1969,128,0,129,298,308,30.7,469,68412,3.43,0,31.6,65.8,65.7,0,106,38.0,116,20243,506,2582,223,74.5,0,20928,120706,270,0,3612,1435,1435,0,234,30.3,0,30.3,86.6,375,19.7,261,2516,3.57,0,25.5,40.6,40.3,0,236,35.0,27.7,9188,587,1276,218
2023-03-20 15:42:00,0,76.0,13669,47392,269,0,14531,4713,4394,0,1849,121,0,123,144,310,31.5,469,68233,3.43,0,32.0,65.7,66.1,0,103,38.0,121,28018,507,2583,220,76.0,0,28670,131302,269,0,3280,1508,1418,0,235,29.0,0,29.0,78.7,376,20.6,262,2480,3.57,0,25.5,40.3,40.6,0,233,35.0,29.0,10117,586,1277,215
2023-03-20 15:44:00,0,80.7,13257,47117,269,0,13406,4709,4462,0,1882,122,0,124,215,307,33.7,468,68311,3.43,0,32.0,65.7,65.7,0,104,0,116,18295,304,2588,220,80.7,0,18767,119915,269,0,3529,1507,1445,0,213,29.0,0,29.0,73.1,376,23.3,261,2503,3.57,0,25.5,40.3,40.6,0,233,0,27.7,9852,440,1285,215
2023-03-20 15:46:00,0,88.5,13927,47966,270,0,13700,4337,4548,0,2003,116,0,117,295,306,31.5,470,68399,3.43,0,31.6,65.8,65.7,0,104,0.600,121,20233,304,2584,223,88.5,0,20719,122265,270,0,3634,1451,1454,0,232,27.7,0,27.7,79.1,376,20.6,262,2523,3.57,0,25.5,40.3,41.4,0,232,0.600,29.0,10514,440,1279,224
2023-03-20 15:48:00,0,87.7,14329,47880,269,0,14097,4713,4314,0,1747,122,0,124,72.3,305,31.5,470,68198,3.43,0,31.6,65.8,66.0,0.389,204,0.600,116,21477,303,2582,222,87.7,0,21960,123452,269,0,3091,1507,1438,0,226,29.4,0,29.0,70.6,378,20.6,262,2512,3.57,0,25.5,40.3,41.7,0,274,0.600,27.6,10923,442,1277,216
2023-03-20 15:50:00,0,89.5,13660,47633,270,0,12077,4334,4527,0,1962,117,0,118,296,306,32.1,468,68420,3.43,0,31.6,65.8,65.8,0.389,107,0,116,20319,304,2584,221,89.5,0,20783,120629,270,0,3613,1433,1431,0,235,28.0,0,27.7,80.6,381,26.8,261,2526,3.57,0,25.5,40.3,40.3,0,234,0,27.7,10254,441,1279,214
2023-03-20 15:52:00,0.389,85.1,14357,49144,270,0,16801,4808,28119,0,1894,117,0,118,735,306,30.7,466,68333,3.43,0,31.6,66.2,66.1,0,9757,38.2,126,27799,506,2617,226,85.1,0.389,28479,169209,270,0,3554,1516,2000,0,217,27.7,0,27.7,103,379,19.7,260,2510,3.57,0,25.5,40.7,41.4,0,297,35.3,30.3,10790,588,1304,222
2023-03-20 15:54:00,0.389,75.2,13021,46629,269,0,13033,4793,4409,0,1811,122,0,124,144,307,31.5,469,68243,3.43,0,31.6,65.8,65.7,0,103,0,115,18121,303,2583,221,75.2,0.389,18594,119249,269,0,3309,1521,1456,0,215,29.0,0,29.0,72.0,378,25.8,261,2495,3.57,0,25.5,40.4,41.4,0,232,0,27.7,9599,442,1279,215
2023-03-20 15:56:00,0,85.5,14555,48627,270,0,13689,4335,4537,0,1957,111,0,113,296,306,31.5,470,68382,3.43,0,31.6,65.7,65.7,0,103,0.600,121,29754,305,2583,225,85.5,0,30191,132435,270,0,3645,1443,1444,0.389,223,26.3,0,26.3,81.0,378,25.8,262,2500,3.57,0,25.5,40.6,41,0,232,0.600,29.0,11150,440,1279,231
2023-03-20 15:58:00,0,79.6,14891,48473,270,0,14122,4696,4304,0,1739,117,0,118,71.6,307,32.3,470,68228,3.43,0,31.6,65.7,66.1,0,187,0.600,126,19987,303,2584,223,79.6,0,20459,122133,269,0,3114,1482,1428,0,222,27.7,0,27.7,70.2,378,21.4,262,2498,3.57,0,25.5,40.6,41.7,0,263,0.600,30.3,11477,440,1279,224
2023-03-20 16:00:00,0,81.1,13080,47034,270,0,12111,4329,4532,0,1949,122,0,124,2567,305,31.5,469,68420,3.43,0,31.6,65.3,66.1,0,107,0,121,20214,304,2585,223,81.1,0,20675,123184,270,0,3633,1440,1423,0,216,29.0,0,29.0,108,378,20.5,261,2511,3.57,0,25.5,39.9,41.4,0,234,0,29.0,9674,440,1280,219
2023-03-20 16:02:00,0,81.1,13629,47773,270,0.389,15424,4703,4518,0,1963,122,0,124,296,305,32.1,466,68405,3.90,0,31.6,65.7,66.1,0,105,38.2,137,29077,504,2584,222,81.1,0,29753,134711,270,0.389,3722,1480,1408,0,202,29.0,0,29.0,79.9,378,21.6,260,2514,4.03,0,25.5,40.3,42.5,0,231,35.3,32.9,10052,586,1279,216
2023-03-20 16:04:00,0,82.9,13565,46857,269,0,12375,4680,4293,0,1734,133,0,135,597,303,32.9,470,68227,4.13,0,31.6,65.3,65.7,0,104,0,121,20288,305,2584,221,82.9,0,20754,120984,269,0,3044,1468,1407,0,189,31.6,0,31.6,87.5,381,22.5,267,2512,4.27,0,25.5,39.9,41.7,0,231,0,29.0,10151,440,1279,216
2023-03-20 16:06:00,0,82.9,14170,48105,270,0,15260,4311,4509,0,1947,133,0,135,822,307,30.7,470,68394,3.67,0,31.6,65.8,65.7,0,104,0.600,126,28745,305,2587,223,82.9,0,29197,133374,270,0,3601,1415,1394,0,200,36.6,0,31.6,96.4,379,19.7,262,2514,3.80,0,25.5,40.3,40.3,0,232,0.600,30.3,10764,439,1283,224
2023-03-20 16:08:00,0,78.9,15342,49105,268,0,15988,4801,6372,0,1713,121,0,123,1362,306,32.1,468,68229,3.43,0,31.6,65.7,65.8,0,186,0.600,132,19030,305,2615,223,78.9,0,19520,126873,268,0,3149,1517,1500,0,178,33.9,0,29.0,89.5,379,21.0,260,2522,3.57,0,25.5,40.3,40.3,0,261,0.600,36.9,11937,441,1297,223
2023-03-20 16:10:00,0,79.6,13359,47854,270,0,12162,4309,28144,0,1916,128,0,129,1568,304,30.7,469,68429,3.43,0,31.6,65.7,66.1,0,106,0,126,20227,305,2583,221,79.6,0,20705,146325,270,0,3620,1423,1989,0,191,30.3,0,35.3,89.0,380,19.7,261,2538,3.57,0,25.5,40.3,41.4,0,236,0,35.6,9947,441,1284,215
2023-03-20 16:12:00,0,82.2,13018,47136,270,0,15354,4678,4504,0,1943,128,0,129,295,308,32.8,453,68396,3.43,0,31.6,66.4,66.3,0,104,38.2,115,28413,504,2586,224,82.2,0,29101,133432,270,0,3706,1476,1414,0,205,30.3,0,35.3,79.9,376,21.6,253,2504,3.57,0,25.5,41.1,42.1,0,232,35.3,27.7,9457,588,1282,220
2023-03-20 16:14:00,0,79.3,12955,46244,269,0,12326,4686,4282,0,1716,122,0,124,71.2,304,31.5,457,68229,3.43,0,31.6,66.8,65.7,0,104,38.2,116,20281,507,2585,221,79.3,0,20971,120498,269,0,3022,1470,1402,0,206,29.0,0,29.0,70.6,379,20.6,255,2512,3.96,0,25.5,41.5,41.4,0,232,35.3,27.7,9384,588,1281,216
2023-03-20 16:16:00,0,78.2,14683,48807,270,0,13646,4350,4525,0,1955,117,0,118,286,306,31.5,470,68390,3.82,0,31.6,66.1,65.8,0,105,0,120,28373,305,2584,222,78.2,0,28794,130931,270,0,3677,1455,1441,0,221,27.7,0,27.7,75.0,379,20.5,262,2497,3.96,0,25.5,40.6,41.8,0,231,0,29.0,11299,442,1279,222
2023-03-20 16:18:00,0,80.4,14795,48337,270,0,14089,4698,4306,0,1728,117,0,118,80.0,308,30.7,468,68211,3.82,0,31.6,66.1,65.5,0,185,0.600,121,18638,305,2585,222,80.4,0,19132,120871,270,0,3151,1494,1426,0,210,27.7,0,27.7,75.1,377,19.7,261,2486,3.57,0,25.5,40.6,40.6,0,262,0.600,29.0,11371,442,1281,222
2023-03-20 16:20:00,0,80.7,13029,47001,269,0,12132,4348,4552,0,1966,117,0,118,287,307,32.1,468,68428,3.43,0,31.6,65.3,65.5,0,106,0,126,20238,308,2585,223,80.7,0,20693,120832,269,0,3682,1456,1433,0,233,27.7,0,27.7,74.2,380,21.6,260,2513,3.57,0,25.5,40.3,40.6,0,236,0,30.7,9615,437,1281,218
2023-03-20 16:22:00,0,78.9,13785,48142,270,0,17196,4811,4591,0,1976,128,0,129,298,304,32.9,468,68432,3.90,0,31.6,65.7,66.1,0,103,38.2,116,21872,506,2585,221,78.9,0,22556,128595,270,0,3782,1554,1444,0,235,30.3,0,30.3,86.9,382,22.6,260,2531,4.03,0,25.5,40.6,41,0,232,35.3,27.7,10202,586,1281,217
2023-03-20 16:24:00,0,74.5,14513,48206,269,0,12594,4842,4397,0,1751,111,0,112,80.0,305,32.1,469,68200,4.13,0.389,31.6,66.1,65.7,0,103,38.2,126,20324,505,2615,219,74.5,0,21004,121320,269,0,3127,1551,1448,0,211,26.3,0.389,26.3,75.5,379,21.5,262,2507,4.27,0,25.5,40.6,41.4,0,233,35.3,30.3,10943,586,1297,214
2023-03-20 16:26:00,0,75.6,15917,50150,270,0,13681,4333,4531,0,1952,121,0,123,287,306,32.1,467,68360,4.13,0,31.6,66.0,66.1,0,104,0,132,27936,306,2583,218,75.6,0,28369,130586,270,0,3689,1434,1437,0,220,29.0,0,29.0,75.3,379,21.5,260,2516,4.27,0,25.5,40.6,40.6,0,232,0,31.6,12528,438,1279,213
2023-03-20 16:28:00,0,79.6,15755,49446,269,0,14117,4708,4315,0,1744,133,0,135,80.7,307,31.1,469,68231,4.13,0,31.6,66.0,66.1,0,189,0.600,127,18339,304,2582,222,79.6,0,18844,120506,270,0,3157,1493,1420,0,228,31.6,0,31.6,75.5,378,19.7,262,2532,4.27,0,25.5,40.6,41.4,0,262,0.600,30.3,12328,440,1277,220
2023-03-20 16:30:00,0,78.9,14169,48072,269,0,11567,4333,4448,0,1876,133,0,135,511,304,32.3,469,68349,4.13,0,31.6,66.0,65.7,0,108,0,126,29739,306,2585,222,78.9,0,30161,130305,269,0,3433,1442,1436,0,223,31.6,0,31.6,86.3,379,21.5,262,2521,4.27,0,25.5,41,41,0,235,0,30.3,10789,440,1281,216
