"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc19baac49013b)","Transmit Total (lxc19bdc82a2f8f)","Transmit Total (lxc1b15a2b5a9b5)","Transmit Total (lxc3a49c4605d4a)","Transmit Total (lxc3f917ecdd144)","Transmit Total (lxc4861fd3a4dcf)","Transmit Total (lxc4a88113a0197)","Transmit Total (lxc4b2dfaf1f74a)","Transmit Total (lxc5a020ca534a0)","Transmit Total (lxc5cf8d3667393)","Transmit Total (lxc65ec27df4c0e)","Transmit Total (lxc743fe122abe5)","Transmit Total (lxc7d95b9b6996f)","Transmit Total (lxc95534620e067)","Transmit Total (lxc9a7e0a10e978)","Transmit Total (lxc9ce1df3cef22)","Transmit Total (lxc9e21ad79a680)","Transmit Total (lxc9f3e81538c96)","Transmit Total (lxc_health)","Transmit Total (lxcaaca9437fdda)","Transmit Total (lxcaaf1223a92e5)","Transmit Total (lxcc21393e88703)","Transmit Total (lxcd26f8087f5ee)","Transmit Total (lxce343dc06c7ec)","Transmit Total (lxce4b97a3a4d29)","Transmit Total (lxced3e9eb0aabf)","Transmit Total (lxcf169989722c7)","Transmit Total (lxcf489e20e115b)","Transmit Total (lxcfa7642c28950)","Transmit Total (lxcfb46c47f9dae)","Transmit Total (lxcfbc3aeaf7c5d)","Transmit Total (lxcff8e8ef11844)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc19baac49013b)","Receive Total (lxc19bdc82a2f8f)","Receive Total (lxc1b15a2b5a9b5)","Receive Total (lxc3a49c4605d4a)","Receive Total (lxc3f917ecdd144)","Receive Total (lxc4861fd3a4dcf)","Receive Total (lxc4a88113a0197)","Receive Total (lxc4b2dfaf1f74a)","Receive Total (lxc5a020ca534a0)","Receive Total (lxc5cf8d3667393)","Receive Total (lxc65ec27df4c0e)","Receive Total (lxc743fe122abe5)","Receive Total (lxc7d95b9b6996f)","Receive Total (lxc95534620e067)","Receive Total (lxc9a7e0a10e978)","Receive Total (lxc9ce1df3cef22)","Receive Total (lxc9e21ad79a680)","Receive Total (lxc9f3e81538c96)","Receive Total (lxc_health)","Receive Total (lxcaaca9437fdda)","Receive Total (lxcaaf1223a92e5)","Receive Total (lxcc21393e88703)","Receive Total (lxcd26f8087f5ee)","Receive Total (lxce343dc06c7ec)","Receive Total (lxce4b97a3a4d29)","Receive Total (lxced3e9eb0aabf)","Receive Total (lxcf169989722c7)","Receive Total (lxcf489e20e115b)","Receive Total (lxcfa7642c28950)","Receive Total (lxcfb46c47f9dae)","Receive Total (lxcfbc3aeaf7c5d)","Receive Total (lxcff8e8ef11844)"
2023-03-05 05:40:00,0,12431,13373,97776,0,85,1907,0,0,0,66.8,124,118,164,66.4,225,31.5,70247,115,409,90.1,0,2046,32.0,7070,3.70,174,77.1,1906,117,3.43,0,299,0,421,1930,153,12431,0,12602,73955,0,64,109,0,0,0,41.8,20.9,25.0,103,41,227,25.6,2471,20.3,486,94.6,0,2311,26.0,1070,4.07,600,3540,178,20.3,3.57,0,447,0,6274,206,135
2023-03-05 05:42:00,0,10172,12256,93561,0,85.7,1763,0,0,0,66.4,119,118,161,66.4,219,30.7,70120,110,398,89.4,0,1894,32.3,6842,4.97,178,76.7,1773,116,3.43,0,298,0,416,1789,155,10172,0,10351,70789,0,64.7,98.7,0,0,0,41.8,25.1,20.0,99.2,41,225,20.1,2470,19.4,471,95,0,2178,26.2,1081,5.72,601,3539,169,25.3,3.57,0,447,0,6169,189,137
2023-03-05 05:44:00,0,10778,16153,71253,0,87.2,215,0,0,0,65.7,119,118,160,66.1,221,32.1,70185,115,397,89.8,0.389,1994,32.0,6905,4.07,3411,120,1818,116,3.43,0,297,0,569,1846,154,10778,0,11263,71273,0,66.2,80.5,0,0,0,40.6,20.0,20.0,92.7,41.4,227,26.9,2469,25.6,455,95,0,2284,26.0,1046,4.52,4169,3579,185,20.0,3.57,0,447,0,9339,210,137
2023-03-05 05:46:00,0,9943,34886,94611,0,87.2,130,0,0,0,66.8,119,118,162,66.1,229,32.9,70127,121,438,89.8,0,1913,31.6,6771,3.73,21792,121,1736,116,3.43,0.389,499,0,1716,1751,153,9943,0,12658,73545,0,66.2,71.3,0,0,0,41.4,20.0,20.0,94.4,41,232,27.5,2455,20.9,537,95,0,2188,25.5,1018,3.73,24355,3557,185,20.0,3.57,0,594,0,25580,205,134
2023-03-05 05:48:00,0,11994,12776,68386,0,87.2,202,0,0,0,66.4,130,129,160,65.7,225,32.3,70186,126,351,89.8,0,2009,31.6,6900,5.01,179,75.8,1846,128,3.43,0,298,0,424,1865,153,11994,0,12136,72235,0,66.2,73.1,0,0,0,41.7,21.9,21.9,91.6,40.3,226,21.9,2459,21.9,395,95,0,2309,25.5,1048,5.54,604,3539,184,21.9,3.57,0,447,0,6283,209,135
2023-03-05 05:50:00,0,12784,13363,75613,0,87.2,1607,0.389,0,0,66.1,119,123,164,65.7,218,30.7,70226,115,407,90.1,0,2054,31.8,7090,6.18,181,76.2,1878,122,3.90,0,298,0,417,1910,154,12784,0,12954,73637,0,66.2,103,0,0,0,41.4,20.0,21.3,102,40.3,219,19.7,2467,20.0,483,95,0,2314,25.7,1077,6.96,612,3569,159,20.9,4.03,0,447,0,6179,191,135
2023-03-05 05:52:00,0,10330,12254,71524,0,87.2,130,0,0,0,66.1,129,128,157,66.4,223,30.7,70109,126,401,90.1,0,1909,31.8,6823,3.60,172,76.9,1746,127,4.13,0,297,0,417,1779,156,10330,0,10507,70147,0,66.2,71.3,0,0,0,41,22.2,21.9,93.7,41,231,19.7,2458,21.9,470,95,0,2193,25.7,1007,3.60,600,3540,156,21.9,4.27,0,447,0,6284,175,136
2023-03-05 05:54:00,0,11147,12772,67659,0,87.2,215,0,0,0,66.9,119,118,161,66.4,223,33.5,70186,121,392,89.8,0,1986,32.0,6891,4.77,170,123,1840,116,3.90,0,296,0,414,1851,155,11147,0,11302,71278,0,66.2,80.5,0,0,0,41.7,20.0,20.0,94.6,41,231,23.3,2466,20.9,451,95,0,2287,26.0,1057,5.15,592,3557,161,20.0,4.03,0,447,0,6180,177,135
2023-03-05 05:56:00,0,11181,35630,97762,0,87.2,210,0,0,0,66.5,130,129,161,65.7,219,34.3,70145,126,462,90.1,0,1951,32.3,6876,3.93,21897,124,1830,127,3.43,0,499,0,1714,1835,153,11181,0,13893,75212,0,66.2,80.1,0,0.389,0,42.1,21.8,21.8,94.2,40.2,219,25.0,2465,21.8,578,94.6,0,2181,26.2,1048,4.36,24547,3556,156,21.8,3.57,0,593,0,25702,178,135
2023-03-05 05:58:00,0,11467,12739,68682,0,86.5,195,0,0,0,66.4,130,129,164,66.4,225,30.7,70162,121,353,90.1,0,1983,32.3,6856,5.68,161,76.8,1827,128,3.43,0,297,0,430,1844,154,11467,0,11616,71578,0,65.5,72.8,0,0.389,0,41.4,21.9,21.9,97.1,41,226,20.1,2462,20.9,400,95,0,2296,26.2,1017,5.77,604,3539,160,21.9,3.57,0,447,0,6390,200,135
2023-03-05 06:00:00,0,12169,12849,71568,0,88.2,218,0,0,0,66.4,130,129,161,66.1,226,30.7,70188,121,414,89.4,0,2011,31.8,6953,3.27,172,77.2,1827,128,3.43,0,297,0,424,1865,154,12169,0,12344,72494,0,66.8,87.9,0,0,0,41.4,21.9,21.9,93.9,40.6,229,19.7,2469,20.9,495,95,0,2317,25.7,1039,3.27,605,3540,169,21.9,3.57,0,446,0,6279,197,137
2023-03-05 06:02:00,0,10020,12236,98452,0,88.2,131,0,0,0,66.1,119,118,161,66.4,222,111,70188,121,398,90.1,0,1903,31.6,6842,4.67,176,76.6,1825,116,3.43,0,298,0,423,1872,154,10020,0,10194,70667,0,66.8,71.3,0,0,0,41.7,20.0,20.0,98.8,41,229,162,2467,20.9,463,95,0,2176,25.5,1043,5.06,600,3539,181,20.0,3.57,0,446,0,6278,225,137
2023-03-05 06:04:00,0,10655,12740,94553,0,87.4,456,0,0,0,66.4,124,123,163,66.4,218,54.8,70186,121,359,90.1,0,1996,31.6,6855,3.93,173,120,1859,122,3.43,0,296,0,427,1864,153,10655,0,10800,71339,0,66.1,84.7,0,0,0,41.4,20.9,20.9,100,41.4,219,58.3,2456,20.9,407,95,0,2284,25.5,1020,4.36,596,3556,170,20.9,3.57,0,447,0,6279,180,135
2023-03-05 06:06:00,0,18595,36660,229671,0,87.9,212,0,0,0,66.4,135,135,740,66.1,985,444,70199,131,486,92.0,0,2133,31.6,22348,3.93,22178,121,2594,133,3.90,0,500,0,1715,2264,155,18595,0,21309,93631,0,65.8,80.1,0,0,0,41.4,22.8,22.8,117,41,249,78.4,2471,22.8,613,95,0,3310,25.5,2355,4.30,24679,3558,170,22.8,4.03,0,593,0,25943,225,135
2023-03-05 06:08:00,0.389,13819,12875,120281,0,86.9,1748,0,0,0,66.1,130,129,458,65.7,616,228,70199,126,354,90.9,0,2027,31.6,8299,4.73,180,77.2,2217,127,4.13,0,296,0,425,2056,161,13819,0.389,13955,76897,0,65.2,89.6,0,0,0,41,21.9,21.9,111,40.3,246,27.9,2464,21.9,398,95,0,2337,25.5,1140,5.48,604,3569,191,21.9,4.27,0,447,0,6274,213,138
2023-03-05 06:10:00,0,12105,12848,72958,0,86.5,215,0,0,0,66.1,129,128,165,65.7,225,34.0,70195,132,408,89.8,0,2016,32.3,6968,4.17,181,76.9,1848,127,4.13,0,296,0,420,1850,155,12105,0,12278,72613,0,65.5,80.5,0,0,0,41.4,21.9,21.9,102,40.6,232,21.2,2455,22.8,485,95,0,2315,26.2,1081,4.98,605,3540,191,21.9,4.27,0,447,0,6275,192,135
2023-03-05 06:12:00,0,9939,12282,70440,0,87.6,676,0,0,0,66.4,130,129,160,66.4,222,31.5,70197,126,432,89.8,0,1912,33.0,6765,3.97,157,76.4,1768,127,4.13,0,298,0,428,1779,155,9939,0,10129,70060,0,66.2,93.6,0,0,0,41.7,21.9,21.9,97.1,41,229,20.6,2461,21.9,517,95,0,2191,26.9,1010,3.97,591,3539,172,21.9,4.27,0,447,0.389,6274,190,135
2023-03-05 06:14:00,0,12882,12822,71915,0,87.2,734,0,0,0,66.1,124,123,166,66.8,222,1280,70190,121,394,89.4,0,2059,32.7,6857,7.56,173,120,2861,122,3.90,0,297,0,423,1902,156,12882,0,13031,73543,0,66.2,87.7,0,0,0,41.4,20.9,20.9,100,41.4,222,121,2459,20.9,466,95,0,2345,26.7,1036,14.2,603,3555,250,20.9,4.03,0,447,0,6273,214,136
2023-03-05 06:16:00,0,11328,36241,99176,0,87.2,274,0,0,0,66.1,113,112,163,66.8,225,32.1,70232,110,467,90.5,0,2018,32.3,7105,6.72,22028,121,1911,111,3.43,0,499,0,1720,1930,155,11328,0,14058,75908,0,66.2,81.6,0,0,0,41,19,19,95.5,41.4,226,21.5,2472,19,589,95,0,2208,26.2,1065,13.3,24597,3557,166,19,3.57,0,594,0,25804,191,135
2023-03-05 06:18:00,0,11344,12236,66081,0,87.2,130,0,0,0,65.7,119,118,158,66.8,218,32.9,70122,110,351,90.9,0,1953,32.3,6740,3.50,180,76.4,1757,116,3.43,0,297,0,424,1771,156,11344,0,11488,71055,0,66.2,71.3,0,0,0,41,20.0,20.0,89.9,41,219,22.4,2460,19,392,95,0,2336,26.2,1030,3.50,607,3539,171,20.0,3.57,0,447,0,6272,175,135
2023-03-05 06:20:00,0,11677,12825,73959,0,87.2,203,0,0,0,66.1,124,124,181,66.5,221,30.7,70132,121,380,89.8,0,2004,32.3,7004,4.74,169,77.6,1825,122,3.43,0,298,0,424,1864,155,11677,0,11835,72142,0,66.6,73.2,0,0,0,41.4,20.9,20.9,125,40.7,227,19.7,2459,20.9,445,95.0,0,2312,26.2,1059,10.9,599,3542,167,20.9,3.57,0,447,0,6277,185,136
2023-03-05 06:22:00,0,9677,12274,95432,0,87.2,143,0,0.389,0,66.4,136,129,164,66.1,222,31.5,70136,126,431,89.8,0,1907,32.7,6829,6.50,173,77.3,1758,127,3.43,0,299,0,427,1777,154,9677,0,9868,70278,0,66.6,79.0,0,0,0.389,42.1,22.8,21.9,108,40.6,222,21.0,2474,21.9,521,95,0,2186,26.2,1048,13,595,3540,159,21.9,3.57,0,447,0,6276,216,136
2023-03-05 06:24:00,0,10340,12729,91791,0,87.2,203,0,0.389,0,66.8,125,123,161,66.1,226,32.9,70186,120,366,90.1,0,1990,32.7,6853,4.30,180,120,1833,122,3.43,0,298,0,418,1839,153,10340,0,10485,71114,0,66.2,73.5,0,0,0.389,41.7,20.9,20.9,98.8,40.6,228,22.9,2470,20.9,408,95,0,2284,26.2,1055,4.67,603,3557,163,20.9,3.57,0,447,0,6273,195,135
2023-03-05 06:26:00,0,10990,36135,98408,0,86.5,275,0,0,0,66.4,130,129,163,66.4,225,32.9,70246,126,467,89.8,0,2017,32.3,7008,5.16,21944,121,1888,128,3.90,0,498,0.389,1720,1904,154,10990,0,13723,75391,0,65.5,81.6,0,0,0,41.4,21.9,26.8,95.4,41,226,22.4,2469,21.9,579,95.4,0,2186,26.2,1038,5.19,24524,3588,164,21.9,4.03,0,594,0,25707,185,135
2023-03-05 06:28:00,0,11403,12259,65414,0,85,336,0,0,0,66.1,123,123,164,65.7,219,31.5,70140,121,383,90.9,0,1953,32.3,6701,6.19,174,77.3,1749,122,4.13,0,298,0.389,426,1773,157,11403,0,11560,71168,0,64,89.1,0,0,0,41.4,20.9,25.9,98,40.3,219,20.6,2461,20.9,441,95.0,0,2313,26.2,1019,6.62,605,3586,174,20.9,4.27,0,447,0,6283,212,141
2023-03-05 06:30:00,0,11769,12824,71455,0,85.7,1085,0,0,0,66.8,141,140,158,65.8,218,30.7,70184,137,378,89.8,0,1999,32.3,6938,4.40,175,76.3,1818,139,4.13,0,298,0,425,1836,155,11769,0,11929,72151,0,64.7,99.0,0,0,0,41.7,28.7,23.8,90.2,40.4,217,19.7,2453,23.8,443,95,0,2306,26.2,1059,4.77,598,3539,168,28.7,4.27,0,447,0,6283,199,134
2023-03-05 06:32:00,0,10275,12277,69313,0,87.2,1478,0,0,0,66.8,130,129,166,65.3,224,32.1,70121,126,431,90.5,0,1895,32.3,6781,3.97,171,76.8,1746,127,4.52,0,298,0,425,1776,154,10275,0,10465,70066,0,66.2,99.2,0,0,0,41.4,21.9,21.9,104,39.9,232,26.9,2460,26.8,516,94.6,0,2182,26.2,1042,3.97,595,3539,159,26.8,4.66,0,447,0,6282,198,135
2023-03-05 06:34:00,0,10808,12738,67836,0,87.2,202,0,0,0,66.4,124,123,164,66.1,226,33.3,70196,115,362,90.2,0,1987,32.3,6882,3.97,175,122,1837,122,4.13,0,297,0,424,1854,153,10808,0,10954,70968,0,66.2,73.1,0.389,0,0,41.7,20.9,20.9,102,41.0,229,27.8,2471,20.0,407,94.6,0,2293,26.2,1017,3.97,606,3556,178,20.9,4.27,0,447,0,6281,201,136
2023-03-05 06:36:00,0,11712,36183,103893,0,87.2,261,0,0,0.389,66.1,124,123,161,66.1,217,31.5,70232,116,434,90.9,0,2025,32.3,7113,6.98,21985,123,1894,122,3.67,0,500,0,1720,1902,152,11712,0,14436,76460,0,66.2,74.2,0,0,0,41,20.9,20.9,93.4,40.6,218,20.6,2467,20.0,535,95,0,2198,26.2,1086,8.15,24558,3587,188,20.9,3.80,0,594,0,25760,200,135
2023-03-05 06:38:00,0,10762,14395,79864,0,87.2,145,0,0,0,66.1,119,118,161,66.4,221,33.6,70156,121,430,90.9,0,1950,32.3,6756,4.41,2144,77.2,1757,117,3.43,0,498,0,868,1784,154,10762,0,11461,71244,0,66.2,78.7,0,0,0,41.0,20.0,20.0,95.0,41.0,221,22.5,2456,20.9,524,95.0,0.389,2309,26.2,1049,4.77,2775,3541,154,20.0,3.57,0,594,0,7907,178,135
2023-03-05 06:40:00,0,11328,12815,81848,0,87.2,1643,0,0,0,65.7,130,129,163,66.1,222,32.8,70189,126,379,89.8,0,2004,31.8,6894,3.97,176,77.4,1823,128,3.43,0,296,0,427,1852,155,11328,0,11489,71657,0,66.2,90.8,0,0,0,41,21.9,21.9,96.1,41,228,21.6,2460,21.9,445,95,0,2309,25.7,1054,3.97,607,3540,149,21.9,3.57,0.389,447,0,6283,199,137
2023-03-05 06:42:00,0,9886,12280,69211,0,87.2,1584,0,0,0,66.4,135,135,180,65.7,225,31.5,70122,131,433,89.8,0,1908,31.6,6792,3.73,169,76.8,1758,133,3.43,0,297,0,422,1770,153,9886,0,10076,69794,0,66.2,96.4,0,0,0,41.7,22.8,22.8,117,41.4,227,20.5,2461,23.2,518,95,0,2181,25.5,1085,3.73,602,3539,156,22.8,3.57,0,447,0,6284,190,135
2023-03-05 06:44:00,0,10134,12243,65952,0,87.2,149,0,0,0,66.4,141,140,157,66.0,219,30.7,70173,126,393,89.7,0.389,1948,31.6,6785,5.33,171,121,1785,138,3.43,0,299,0,422,1804,152,10134,0,10295,69854,0,66.2,79.0,0,0,0,41.3,23.7,23.7,88.0,41.0,219,19.7,2466,22.2,452,95.0,0,2281,25.5,1049,6.11,593,3555,157,24.1,3.57,0,447,0,6279,202,136
2023-03-05 06:46:00,0,10414,35792,96479,0,86.5,202,0,0,0,66.4,129,128,163,66.1,224,31.5,70195,126,438,90.5,0.389,1969,32.0,6877,4.74,22062,123,1821,127,3.43,0.389,500,0,1708,1837,154,10414,0,13120,74360,0,65.5,73.1,0,0,0,41.7,21.9,21.9,95.7,40.6,227,21.3,2473,21.9,535,95,0,2192,26.0,1018,5.54,24707,3558,160,22.2,3.57,0,593,0,25748,188,135
2023-03-05 06:48:00,0,11003,18627,97069,0,87.2,1703,0,0,0,66.4,130,124,161,66.8,225,32.9,70139,121,431,89.8,0,1947,32.3,6712,4.07,6154,76.5,1751,122,3.43,0.389,499,0,1046,1779,156,11003,0,12103,72803,0,66.2,101,0,0,0,41.7,21.9,20.9,94.8,41.4,232,23.2,2477,20.9,521,95,0,2314,26.2,1064,4.43,7220,3539,152,20.9,3.57,0,593,0,11680,202,137
2023-03-05 06:50:00,0,12061,12822,72867,0,87.2,732,0,0,0,65.7,124,124,163,66.4,222,32.1,70149,116,380,90.2,0,2002,32.3,6930,5.35,169,75.7,1826,122,3.43,0,297,0,417,1848,154,12061,0,12220,72289,0,66.2,88.1,0,0,0,40.7,20.9,20.9,95.2,41.0,228,22.0,2455,20.0,441,95.0,0,2311,26.2,1058,6.12,600,3541,176,20.9,3.57,0,447,0,6224,196,135
2023-03-05 06:52:00,0,10489,12789,74960,0,87.2,725,0.389,0,0,66.1,124,123,163,66.4,221,31.5,70181,126,401,90.5,0,1951,32.3,6986,4.64,178,75.8,1831,122,3.43,0,298,0,414,1854,156,10489,0,10664,70781,0,66.2,87.4,0,0,0,41,20.9,20.9,101,41.4,221,20.6,2473,21.9,471,95,0,2180,26.2,1034,5.06,602,3540,172,20.9,3.57,0,447,0,6168,198,134
2023-03-05 06:54:00,0,10970,12758,69657,0,87.2,212,0.389,0,0,66.4,124,123,160,66.4,225,30.7,70163,121,387,90.1,0,1986,32.3,6867,5.13,173,119,1814,122,3.43,0,297,0,427,1838,156,10970,0,11127,71091,0,66.2,87.9,0,0,0,42.1,20.9,20.9,91.9,41.4,227,19.7,2465,20.9,449,95,0,2283,26.2,1041,5.52,598,3557,160,20.9,3.57,0,447,0,6276,214,135
2023-03-05 06:56:00,0,10826,35625,96884,0,87.2,205,0,0,0,66.8,124,123,161,66.4,222,32.1,70117,115,435,92.0,0,1960,32.3,6940,5.80,22032,119,1821,122,3.43,0,500,0,1720,1833,154,10826,0,13540,74763,0,66.2,80.6,0,0,0,41.4,21.3,21.3,93.6,41,222,22.0,2457,20.0,534,94.6,0,2184,26.2,1081,6.56,24563,3513,166,20.9,3.57,0,594,0,25805,179,136
2023-03-05 06:58:00,0,11192,22723,80163,0,87.5,588,0,0,0,66.1,119,118,167,66.1,221,32.1,70139,121,427,90.5,0,1941,32.3,6751,4.40,10190,76.1,1748,116,3.43,0,501,0,1213,1767,152,11192,0,12696,72829,0,66.6,100,0,0.389,0,41.4,20.0,20.0,102,40.6,226,21.5,2467,20.9,519,95,0,2302,26.2,1035,4.77,11559,3539,162,20.0,3.57,0,594,0,15041,186,135
2023-03-05 07:00:00,0,11933,12834,72900,0,87.5,406,0,0,0,66.1,135,135,160,66.4,220,30.7,70212,131,403,90.9,0,1998,32.3,6971,6.04,174,76,1850,133,3.67,0,298,0,423,1864,152,11933,0,12106,72280,0,66.6,91.0,0,0,0,41,22.8,22.8,92.2,41,226,20.1,2472,22.8,482,95,0,2305,26.2,1010,12.3,599,3563,175,22.8,3.80,0,447,0,6274,194,135
2023-03-05 07:02:00,0,10197,12758,72722,0,87.2,198,0,0,0,66.0,130,129,157,66.7,223,54.6,70174,121,404,90.4,0,1955,32.2,6904,5.00,162,75.7,1823,127,4.13,0,296,0,423,1853,152,10197,0,10371,70362,0,66.2,72.7,0,0,0,41.0,21.8,21.8,88.1,41.3,225,61.8,2469,20.9,473,94.9,0,2188,26.2,1028,10.5,600,3561,169,21.8,4.26,0,447,0,6273,207,135
2023-03-05 07:04:00,0,10161,12245,66808,0,85.0,144,0,0,0,66.1,124,123,161,66.4,223,58.3,70085,126,397,90.5,0,1933,32.0,6786,5.85,156,119,1772,121,4.14,0,297,0,425,1794,153,10161,0,10321,69678,0,64.0,78.7,0,0,0,41.0,20.9,20.9,98.8,41.4,225,64.6,2449,21.9,457,95.0,0,2311,26.0,1077,5.56,600,3557,168,20.9,4.27,0,447,0,6279,177,136
2023-03-05 07:06:00,0,10944,35596,100537,0,85.7,203,0,0,0,66.8,119,118,164,65.7,223,34.2,70178,121,442,90.9,0,1972,32.3,6986,7.68,21868,122,1845,116,3.67,0,497,0,1711,1858,151,10944,0,13669,75073,0,64.7,73.1,0,0,0,41.4,20.0,20.0,98.2,40.6,224,23.4,2455,20.9,549,95,0,2216,26.2,1038,13.8,24489,3610,163,20.0,3.80,0,594,0.389,25535,179,135
2023-03-05 07:08:00,0,11121,26738,81487,0,87.2,131,0,0,0,66.4,123,123,160,65.7,222,30.7,70061,126,397,90.1,0,1951,32.3,6723,5.43,13955,77.4,1757,121,3.43,0,499,0,1364,1789,155,11121,0,13007,73333,0,66.2,71.3,0,0,0,41.4,20.9,20.9,98.3,40.3,228,19.7,2453,21.9,474,95,0,2314,26.2,1052,11.9,15794,3592,155,20.9,3.57,0,593,0.389,18264,192,137
2023-03-05 07:10:00,0,11356,12838,96004,0,87.6,215,0,0,0,66.4,124,123,158,66.1,221,31.5,70206,126,406,90.9,0,2003,32.0,6939,3.37,174,76.6,1838,122,3.43,0,298,0,427,1875,153,11356,0,11528,72434,0,66.2,80.5,0,0,0,41.7,20.9,20.9,95.1,40.6,221,20.6,2470,21.9,491,94.6,0,2314,26.0,1039,3.37,600,3539,160,20.9,3.57,0,447,0,6284,197,137
2023-03-05 07:12:00,0.389,10661,13296,73189,0,87.6,261,0,0,0,65.7,135,135,160,66.1,223,32.9,70243,126,401,90.1,0,2010,31.6,7058,6.74,176,75.8,1879,133,3.43,0,298,0,424,1900,154,10661,0.389,10835,71190,0,66.2,74.2,0,0,0,41,22.8,22.8,91.8,40.6,225,22.9,2466,21.9,479,95,0,2188,25.5,1048,7.92,607,3569,153,22.8,3.57,0,446,0,6286,176,135
2023-03-05 07:14:00,0.389,9974,12250,65501,0,87.2,143,0,0,0,66.4,124,123,167,66.0,222,31.5,70107,121,420,90.1,0,1929,31.6,6704,5.34,176,119,1746,122,3.43,0,299,0,428,1822,154,9974,0.389,10149,69567,0,66.2,78.6,0,0,0,41.7,20.9,20.9,100,40.6,223,20.5,2463,20.9,502,95.0,0,2275,25.5,1008,6.14,604,3584,158,20.9,3.57,0,447,0,6281,208,135
2023-03-05 07:16:00,0,10505,35597,96691,0,87.2,216,0,0,0,66.4,135,135,161,66.8,222,32.9,70221,132,460,90.1,0,1962,32.0,6916,3.27,21879,120,1812,133,3.43,0,499,0,1728,1845,153,10505,0,13230,74797,0,66.2,80.5,0,0,0,41.4,22.8,27.7,93.6,41,222,27.4,2467,22.8,577,95,0,2183,26.0,1046,3.27,24498,3558,177,22.8,3.57,0,594,0,25767,210,135
2023-03-05 07:18:00,0,11293,30874,86547,0,87.2,131,0,0,0,66.4,130,129,160,66.1,225,30.7,70139,126,398,89.8,0,1952,32.3,6810,5.11,17920,75.3,1771,127,3.43,0,499,0,1548,1798,153,11293,0,13584,74475,0,66.2,71.3,0,0,0,41.4,26.8,26.8,97.8,40.6,231,19.7,2460,21.9,473,95,0,2313,26.2,1069,5.86,20141,3539,176,21.9,3.57,0,594,0,21994,209,141
2023-03-05 07:20:00,0,11700,12842,73229,0,87.2,216,0,0,0,66.8,135,135,158,65.7,223,31.5,70201,132,411,90.1,0,2001,32.3,6960,3.27,176,76.0,1818,133,3.43,0,297,0,431,1838,153,11700,0,11873,72158,0,66.2,80.9,0,0,0,41.7,27.8,22.8,89.9,40.3,225,25.9,2459,27.8,486,95,0,2316,26.2,1062,3.27,607,3539,162,27.7,3.57,0,447,0,6388,189,134
2023-03-05 07:22:00,0,10705,13291,75678,0,86.5,262,0,0,0,66.8,129,128,163,66.1,221,34.3,70248,121,401,90.1,0,2017,32.3,7096,4.07,173,77.1,1878,127,3.43,0,296,0,430,1905,153,10705,0,10880,71404,0,65.9,74.2,0,0,0.389,42.1,21.9,21.9,94.9,40.6,221,30.0,2474,25.9,470,95,0,2200,26.2,1062,4.76,602,3569,174,21.9,3.57,0,447,0,6335,196,134
2023-03-05 07:24:00,0,9737,12207,65788,0,87.2,132,0,0,0,66.4,119,118,200,65.7,222,30.7,70120,115,366,90.9,0,1940,32.7,6733,6.29,175,121,1744,116,3.43,0,296,0,416,1770,154,9737,0,9884,69308,0,66.2,71.3,0,0,0,41.7,20.0,20.0,132,40.3,222,19.7,2465,20.0,410,95,0,2285,26.2,1054,7.34,598,3556,157,20.0,3.57,0,447,0,6178,172,135
2023-03-05 07:26:00,0,10558,35726,108200,0,87.2,216,0,0,0,66.4,119,118,194,66.1,223,31.5,70174,115,471,90.5,0,1957,31.8,6984,4.53,22050,123,1841,116,3.43,0,500,0,1719,1867,152,10558,0,13289,74736,0,66.2,80.5,0,0,0,41.7,20.0,20.0,130,41,224,20.5,2461,20.0,586,95,0,2180,25.7,1057,4.90,24620,3558,157,20.0,3.57,0,594,0,25819,188,136
2023-03-05 07:28:00,0,10984,35062,102109,0,87.2,131,0,0,0,66.4,124,123,160,66.1,218,32.1,70124,121,399,91.6,0,1945,31.6,6756,3.97,21976,77.8,1768,122,3.82,0,500,0,1694,1788,153,10984,0,13678,74417,0,66.2,71.3,0,0,0,41.7,20.9,20.9,97.0,41.4,225,21.6,2460,20.9,478,95.4,0,2306,25.5,1071,3.97,24544,3540,155,20.9,3.57,0,594,0,25444,182,135
2023-03-05 07:30:00,0,11838,12853,72906,0,87.2,1552,0,0.389,0,66.4,130,129,161,65.7,222,33.5,70194,126,409,91.2,0,2008,31.8,6886,4.63,175,77.7,1836,127,3.43,0,296,0.389,422,1853,154,11838,0,12007,72079,0,66.2,109,0,0,0,41.7,21.9,21.9,93.2,41.0,223,23.4,2462,21.9,485,95,0,2312,25.7,1021,5.02,608,3563,154,21.9,3.57,0,447,0,6277,179,135
2023-03-05 07:32:00,0,10835,12825,71211,0,87.3,1613,0,0.389,0,66.5,130,129,161,66.1,224,30.7,70194,126,429,91.7,0,1965,32.3,6908,6.71,176,77.5,1838,128,3.44,0,298,0.389,419,1854,154,10835,0,11021,70993,0,66.3,110,0,0,0,41.8,21.9,21.9,93.5,41.1,227,19.7,2467,21.9,515,95.1,0,2190,26.2,1039,7.90,604,3567,162,21.9,3.57,0,448,0,6184,192,137
