"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (eno1)","Transmit Total (eno2)","Transmit Total (lxc05f9280b1f7d)","Transmit Total (lxc0ba74fa7007d)","Transmit Total (lxc25abdb9518a6)","Transmit Total (lxc2e15697085ba)","Transmit Total (lxc351b734952bf)","Transmit Total (lxc439d18cf1dfb)","Transmit Total (lxc455426f94f9c)","Transmit Total (lxc479ad4d1b42f)","Transmit Total (lxc48fb769fcb98)","Transmit Total (lxc51649e01d43c)","Transmit Total (lxc6652d1a74bef)","Transmit Total (lxc71c73856a325)","Transmit Total (lxc75487fceda84)","Transmit Total (lxc7de18daac863)","Transmit Total (lxc943bedc4eaa3)","Transmit Total (lxc958e3c40dcda)","Transmit Total (lxc9b6e428e64f8)","Transmit Total (lxc9c44d2cefee9)","Transmit Total (lxc_health)","Transmit Total (lxcf05a48dbfe36)","Transmit Total (lxcf1111066d3f9)","Transmit Total (lxcf6a76edb12f4)","Transmit Total (lxcfd79045a9c86)","Transmit Total (lxcffe99ab4c80b)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (eno1)","Receive Total (eno2)","Receive Total (lxc05f9280b1f7d)","Receive Total (lxc0ba74fa7007d)","Receive Total (lxc25abdb9518a6)","Receive Total (lxc2e15697085ba)","Receive Total (lxc351b734952bf)","Receive Total (lxc439d18cf1dfb)","Receive Total (lxc455426f94f9c)","Receive Total (lxc479ad4d1b42f)","Receive Total (lxc48fb769fcb98)","Receive Total (lxc51649e01d43c)","Receive Total (lxc6652d1a74bef)","Receive Total (lxc71c73856a325)","Receive Total (lxc75487fceda84)","Receive Total (lxc7de18daac863)","Receive Total (lxc943bedc4eaa3)","Receive Total (lxc958e3c40dcda)","Receive Total (lxc9b6e428e64f8)","Receive Total (lxc9c44d2cefee9)","Receive Total (lxc_health)","Receive Total (lxcf05a48dbfe36)","Receive Total (lxcf1111066d3f9)","Receive Total (lxcf6a76edb12f4)","Receive Total (lxcfd79045a9c86)","Receive Total (lxcffe99ab4c80b)"
2023-03-12 07:46:00,0,70.4,19503,47814,0,4.27,66.8,295,2553,0,126,0,1888,0,0,66.8,3.67,0,124,1714,121,38485,19.0,32.3,0,1891,0,123,17063,70.4,0,16562,51637,0,4.13,41.4,447,1265,0,21.8,0,171,0,0,41.4,3.80,0,20.9,15676,20.9,16763,38.9,26.2,0,180,0.389,29.0,4024
2023-03-12 07:48:00,0,70.0,26119,79206,0,4.27,66.4,498,2552,43.1,132,0,1813,62,0,66.4,4.13,0,141,1656,138,38537,383,32.3,0,1830,0,140,11564,70.0,0,39787,74162,0,4.13,41,596,1264,30.6,22.8,0,162,154,0,41,4.27,0,23.8,15667,23.8,20408,669,26.2,0,188,0.389,32.9,3531
2023-03-12 07:50:00,0,70.4,23493,66259,0,4.27,66.8,499,2556,43.1,137,0,1746,62,0,66.4,4.13,0,135,1608,133,38510,383,32.3,0,1819,0,134,14316,70.4,0,30566,65377,0,4.13,41.4,596,1272,30.6,23.8,0,155,154,0,41,4.27,0,22.8,15662,22.8,18642,669,26.2,0,198,0,31.6,3380
2023-03-12 07:52:00,0,69.3,21455,49537,0,4.27,66.4,296,2585,0,132,0.389,1825,0,0,66.1,4.13,0.389,136,1670,133,38505,19,32.3,0,1898,0,135,11650,69.3,0,16568,45995,0,4.13,41,447,1281,0,22.8,0,155,0,0,41,4.27,0,22.8,15680,22.8,18712,38.5,26.2,0,206,0,31.6,3576
2023-03-12 07:54:00,0,69.3,20401,48101,0,4.27,66.4,296,2553,0.600,126,0,1753,0,0,65.7,4.13,0,136,1607,133,38491,19,32.3,0,1765,0,135,14287,69.3,0,16584,48311,0,4.13,41.4,446,1264,0.600,22.2,0,182,0,0,40.6,4.27,0,22.8,15676,22.8,17639,38.5,26.2,0,190,0,31.6,3307
2023-03-12 07:56:00,0,69.6,21170,49585,0,4.50,67.1,295,2553,0,137,0,1883,0,0,66.1,3.67,0,136,1712,133,38507,19.0,32.8,0,1897,0,135,15456,69.6,0,16578,50027,0,4.37,42.1,447,1264,0,23.8,0,171,0,0,41.0,3.80,0,22.8,15675,22.8,18419,38.5,26.7,0,179,0,31.6,4006
2023-03-12 07:58:00,0,70,22937,75679,0,4.89,66.1,498,2553,37.6,126,0,1806,62,0,65.7,3.43,0,130,1657,127,38509,375,32.8,0,1831,0,129,11532,70,0,39705,73916,0,4.37,41,595,1264,30.6,21.9,0,148,154,0,40.6,3.57,0,21.9,15666,21.9,17209,669,26.7,0,179,0,30.3,3498
2023-03-12 08:00:00,0,69.6,24070,72119,0,4.50,66.1,498,2556,37.6,120,0,1753,62.0,0,66.1,3.43,0,118,1609,116,38517,375,32.8,0,1766,0,117,15939,69.6,0,35428,72946,0,4.37,40.6,595,1267,30.6,20.9,0,150,154,0,40.6,3.57,0,20.0,15666,20.0,18751,669,26.7,0,171,0,27.7,3387
2023-03-12 08:02:00,0,69.6,26567,55309,0,4.50,65.7,296,2554,0,121,0,1881,0,0,66.4,3.43,0,124,1710,122,38551,19.0,32.3,0.389,1907,0,123,12283,69.6,0,16582,46754,0,4.37,40.3,447,1266,0,20.9,0,151,0,0,41.0,3.57,0,20.9,15678,20.9,23841,38.5,26.2,0,184,0,29.0,3881
2023-03-12 08:04:00,0,69.6,20837,48169,0,4.50,65.7,296,2554,0.600,121,0,1703,0,0,66.1,3.43,0,118,1562,116,38537,19,32.3,0.389,1728,0,117,13747,69.6,0,16605,47428,0,4.37,40.6,447,1265,0.600,20.9,0,189,0,0,40.6,3.57,0,20.0,15665,20.0,18093,38.5,26.2,0,205,0,27.7,2995
2023-03-12 08:06:00,0,70.4,29317,58413,0,4.27,66.4,295,2554,0,126,0,1857,0,0,66.1,3.67,0,136,1635,133,38523,19,32.3,0,1885,0,135,15424,70.4,0,16642,50129,0,4.13,41.4,447,1265,0,21.9,0,168,0,0,40.6,3.80,0,22.8,15613,22.8,26520,38.5,26.2,0,196,0,31.6,3993
2023-03-12 08:08:00,0,69.3,22858,75725,0,4.27,66.4,498,2554,38.0,126,0,1814,62.0,0,66.4,4.13,0,130,1653,127,38489,375,32.3,0,1828,0,129,11599,69.3,0,39640,74088,0,4.13,41.4,595,1265,30.6,21.9,0,162,154,0,40.6,4.27,0,26.8,15676,21.9,17130,669,26.2,0,195,0,30.7,3545
2023-03-12 08:10:00,0,68.9,25561,77992,0,4.50,65.3,499,2583,38.0,121,0,1787,62.0,0,66.1,4.13,0,124,1565,122,38468,375,32.3,0,1797,0,123,14424,68.9,0,39325,76322,0,4.37,40.3,595,1280,30.6,20.9,0,166,154,0.389,40.3,4.27,0,25.8,15615,20.9,19808,669,26.2,0,204,0,34.3,3352
2023-03-12 08:12:00,0,70.0,21221,49573,0,4.97,65.7,296,2554,0,115,0,1873,0,0,65.7,3.67,0,119,1588,116,38388,19.4,32.3,0,1895,0,118,12140,70.0,0,16540,46586,0,4.83,40.6,447,1267,0,20.0,0,173,0,0.389,40.3,3.80,0,20.0,15572,24.9,18376,38.5,26.2,0,202,0,27.7,3867
2023-03-12 08:14:00,0,69.6,21371,48718,0,4.97,66.1,295,2553,0.600,121,0,1693,0,0,66.1,3.43,0,124,1442,122,38397,19,32.3,0,1708,0,123,15224,69.6,0,16594,48901,0,4.83,41.4,447,1265,0.600,25.8,0,165,0,0,40.6,3.57,0,20.9,15556,20.9,18512,38.5,26.2,0,177,0,29.0,3014
2023-03-12 08:16:00,0,69.6,20621,49020,0,4.50,66.1,296,2553,0,121,0,1876,0,0,66.1,3.67,0,124,1636,122,38464,19,32.3,0,1891,0,123,17031,69.6,0,16609,51645,0,4.37,41,447,1264,0.389,25.8,0,165,0,0,40.6,4.19,0,20.9,15600,20.9,17793,38.5,26.2,0,183,0,29.0,4035
2023-03-12 08:18:00,0,69.6,24217,77138,0,4.27,66.4,497,2553,37.6,120,0,1809,62.0,0,66.1,4.13,0,124,1621,121,38510,375,32.3,0,1829,0,123,11546,69.6,0,39775,74222,0,4.13,41.0,595,1268,30.6,20.9,0,147,152,0,40.6,4.27,0,20.9,15665,20.9,18450,669,26.2,0,174,0,29.0,3506
2023-03-12 08:20:00,0,70,21898,74495,0,4.27,66.4,497,2584,37.6,121,0,1765,62,0,65.7,4.13,0,119,1585,116,38460,375,32.1,0,1788,0,118,14416,70,0,39783,76779,0,4.52,41.4,595,1281,30.6,20.9,0,157,153,0,40.3,4.27,0,20.0,15636,20.0,16106,669,26.0,0,188,0,27.7,3356
2023-03-12 08:22:00,0,69.6,20613,48882,0,4.73,66.8,296,2556,0,126,0,1874,0.389,0,66.1,3.67,0,129,1702,127,38497,19.0,31.9,0,1902,0,128,12117,69.6,0,16539,46536,0,4.60,41.4,447,1267,0,21.9,0,168,0,0,40.6,3.80,0.389,21.9,15671,21.9,17864,38.5,25.7,0,196,0,30.3,3843
2023-03-12 08:24:00,0,70,26632,54452,0,4.97,66.4,296,2552,0.600,126,0,1691,0,0,66.8,3.43,0,136,1486,133,38473,19,32.5,0,1710,0,135,13748,70,0,16610,47453,0,4.83,41.4,447,1264,0.600,21.9,0,168,0,0,41.4,3.57,0,22.8,15601,22.8,23829,38.5,26.0,0,183,0,31.6,3005
2023-03-12 08:26:00,0,69.6,21202,49260,0,4.50,66.8,296,2551,0,127,0,1812,0,0.389,66.4,3.67,0,124,1657,122,38512,19,32.3,0,1837,0.389,123,14856,69.6,0,16584,48999,0,4.37,41.4,447,1262,0,21.9,0.389,154,0,0,41.4,3.80,0,20.9,15669,20.9,18463,38.5,26.2,0,179,0,29.0,3668
2023-03-12 08:28:00,0,69.3,32791,86155,0,4.27,66.4,498,2553,38.7,127,0,1815,62,0.389,66.4,4.13,0,130,1637,127,38561,376,32.3,0,1840,0.389,129,11528,69.3,0,39629,73883,0,4.13,41,597,1265,30.6,21.9,0.389,157,154,0,41.4,4.27,0,22.2,15664,21.9,27075,669,26.2,0,189,0,30.3,3502
2023-03-12 08:30:00,0,69.3,22979,75463,0,4.27,66.1,498,2555,38.7,121,0,1744,62.0,0,66.5,4.13,0,124,1589,122,38463,376,32.3,0,1766,0,123,16123,69.3,0,39613,78035,0,4.13,41.0,597,1267,30.6,20.9,0,151,154,0,41.0,4.27,0,21.3,15654,20.9,17214,669,26.2,0,177,0,29.0,3440
2023-03-12 08:32:00,0,69.6,23026,51432,0,4.27,66.4,296,2554,0,121,0,1876,0,0,66.1,3.67,0,124,1713,122,38537,19.0,32.3,0,1894,0,123,12277,69.6,0,16565,46630,0,4.13,42.1,447,1265,0,20.9,0,156,0,0,40.6,3.80,0,20.9,15666,20.9,20310,38.5,26.2,0,175,0,29.0,3890
2023-03-12 08:34:00,0,68.9,21354,49457,0,4.27,66.4,296,2551,0.600,115,0,1814,0,0,65.7,3.82,0,119,1595,116,38440,19,32.3,0,1827,0,118,14877,68.9,0,16568,49083,0,4.13,41,447,1262,0.600,20.0,0,164,0,0,40.3,3.57,0,20.0,15604,20.0,18555,38.5,26.2,0,182,0,27.7,3660
2023-03-12 08:36:00,0,68.9,21429,49195,0,4.27,66.4,296,2552,0.233,115,0,1754,0,0,65.7,3.82,0,124,1545,121,38444,19,32.3,0,1776,0,123,14329,68.9,0,16583,48260,0,4.13,40.6,447,1263,0.233,20.0,0,148,0,0,40.3,3.57,0,20.9,15606,20.9,18616,38.5,26.2,0,196,0,29.0,3365
2023-03-12 08:38:00,0,69.3,23659,76549,0,4.27,66.4,497,2584,38.0,126,0,1820,62,0,66.1,3.43,0,130,1657,127,38504,375,32.3,0,1843,0,129,11653,69.3,0,39640,74115,0,4.13,41.4,596,1291,30.6,21.9,0,163,152,0,40.7,3.57,0,21.9,15655,21.9,17921,669,26.2,0,192,0,30.3,3567
2023-03-12 08:40:00,0.389,70.4,24074,76682,0,4.27,66.9,497,2552,38.0,115,0,1736,62.0,0,66.0,3.43,0,118,1540,115,38448,375,32.3,0,1755,0,117,14301,70.4,0.389,39669,76323,0,4.13,41.1,596,1264,30.6,19.9,0,155,152,0,41.0,3.57,0,19.9,15602,19.9,18268,669,26.2,0,180,0,27.6,3348
2023-03-12 08:42:00,0,70.7,19119,47303,0,4.27,66.8,296,2554,0,121,0,1867,0,0,66.0,3.90,0,124,1697,122,38472,19.0,32.3,0,1887,0,123,12105,70.7,0,16527,46483,0,4.13,41.4,447,1264,0,20.9,0,165,0,0,41.4,4.03,0,20.9,15663,21.3,16364,38.5,26.2,0.389,196,0,29.0,3867
2023-03-12 08:44:00,0,69.7,20617,48680,0,4.27,66.1,296,2554,0.600,126,0,1828,0,0,66.1,4.13,0,135,1602,133,38436,19,32.3,0,1847,0,134,16382,69.7,0,16579,50730,0,4.13,41.4,447,1265,0.600,21.9,0,171,0,0,40.6,4.27,0,22.8,15616,22.8,17814,38.9,26.2,0,198,0,31.6,3683
2023-03-12 08:46:00,0,69.3,26602,54786,0,4.27,65.7,295,2555,0.600,126,0,1760,0,0,66.4,3.90,0,130,1556,127,38506,19.0,32.1,0,1788,0,129,15935,69.3,0,16623,50047,0,4.13,41.0,447,1267,0.600,21.8,0,155,0,0,41.0,4.03,0,21.8,15610,21.8,23817,38.5,26.0,0,194,0.389,30.3,3363
2023-03-12 08:48:00,0,69.3,23373,75464,0,4.27,66.5,296,2585,0,137,0,1837,0,0,66.5,3.44,0,136,1678,133,38553,19.0,32.1,0,1845,0,135,11660,69.3,0,38693,72745,0,4.14,41.0,447,1281,0,23.8,0,174,0,0,41.0,3.57,0,22.8,15678,22.8,18516,38.5,26.0,0,194,0,31.6,3553
2023-03-12 08:50:00,0,68.5,32855,86094,0,4.27,66.1,500,2553,39.8,132,0.389,1677,62,0,66.1,3.43,0,136,1550,133,38577,376,32.3,0,1752,0,135,13743,68.5,0,39956,76049,0,4.13,40.6,597,1264,30.6,22.8,0,160,155,0,40.6,3.57,0,22.8,15665,22.8,27116,669,26.2,0,214,0,31.6,3002
2023-03-12 08:52:00,0,68.9,20639,49010,0,4.50,66.1,295,2552,0,121,0.389,1874,0,0,66.4,3.43,0,119,1699,116,38541,19.0,32.3,0,1951,0,118,12176,68.9,0,16603,46637,0,4.37,40.6,447,1262,0,20.9,0,190,0,0,41.0,3.57,0,20.0,15658,20.0,17886,38.5,26.2,0,231,0,27.7,3886
2023-03-12 08:54:00,0,69.6,29200,57980,0,4.50,66.4,296,2554,0.600,115,0,1837,0,0,66.1,3.43,0.389,119,1652,116,38558,19,32.3,0,1850,0,118,14941,69.6,0,16643,49362,0,4.37,41.4,447,1271,0.600,20.3,0,202,0,0,40.6,3.57,0,20.0,15661,20.0,26446,38.5,26.2,0,210,0,27.7,3675
2023-03-12 08:56:00,0,69.6,19920,47571,0,4.50,66.1,296,2554,0.600,121,0,1757,0,0,65.7,3.43,0.389,125,1595,122,38466,19,32.6,0,1768,0,123,14325,69.6,0,16563,48259,0,4.37,41.4,447,1272,0.600,21.3,0,160,0,0,41,3.57,0,26.7,15655,20.9,17146,38.5,26.4,0,179,0,29.0,3332
2023-03-12 08:58:00,0,70.0,24439,72373,0,4.27,66.4,296,2553,0,126,0,1854,0,0,66.4,3.90,0,135,1707,132,38523,19.0,33.0,0,1889,0,134,12134,70.0,0,34398,68227,0,4.13,41.0,447,1265,0,21.8,0,172,0,0,41.4,4.03,0,28.6,15681,22.8,20000,38.5,26.9,0,221,0,37.1,3849
2023-03-12 09:00:00,0,70,24427,77123,0,4.27,66.8,498,2581,43.8,126,0,1703,62,0,66.4,4.13,0,130,1573,127,38499,382,32.8,0,1714,0,129,15462,70,0,39920,77777,0,4.13,41.4,598,1278,30.6,21.9,0,166,154,0,41,4.27,0,21.9,15676,27.2,18695,669,26.7,0,219,0,35.8,3072
2023-03-12 09:02:00,0,70,21451,49845,0,4.42,66.4,296,2552,0,121,0,1910,0,0,66.4,3.67,0,124,1619,122,38440,19,32.1,0,1939,0,123,12270,70,0,16563,46695,0,3.90,41.4,446,1264,0,20.9,0,160,0,0,41,3.80,0,20.9,15587,26.3,18644,38.5,26.0,0,218,0,29.0,3871
2023-03-12 09:04:00,0,70,20837,48941,0,4.27,65.7,296,2555,0.600,137,0,1835,0,0,66.1,3.43,0,136,1665,133,38482,19,32.3,0,1852,0,135,14893,70,0,16584,50567,0,4.13,40.6,446,1267,0.600,29.1,0,151,0,0,40.6,3.57,0,22.8,15680,22.8,18088,38.5,26.2,0,190,0,31.6,3659
2023-03-12 09:06:00,0,69.6,21313,49038,0,4.50,65.7,296,2553,0.989,132,0,1755,0,0,66.1,3.43,0,136,1609,133,38475,19,32.3,0.389,1786,0,135,14301,69.6,0,16575,49749,0,4.37,40.6,447,1264,0.600,22.8,0,154,0,0,40.6,3.57,0,22.8,15667,22.8,18571,38.5,26.2,0,190,0,31.6,3360
2023-03-12 09:08:00,0,68.9,20824,63357,0,4.50,66.4,296,2552,0,121,0,1877,0,0,66.4,3.43,0,130,1689,127,38459,19.0,32.3,0,1898,0,129,12139,68.9,0,29673,62484,0,4.37,41.4,447,1262,0,20.9,0,185,0,0,41.4,3.57,0,21.9,15646,21.9,16792,38.5,26.2,0,210,0,30.3,3861
2023-03-12 09:10:00,0,68.9,23837,76111,0,4.27,66.1,496,2582,37.6,126,0,1699,62,0,66.1,3.43,0,130,1557,127,38493,375,32.3,0,1723,0,129,13836,68.9,0,39665,75874,0,4.13,41,595,1278,30.6,21.9,0,177,152,0,41,3.57,0,21.9,15660,21.9,18070,669,26.2,0,190,0,30.3,3008
2023-03-12 09:12:00,0,69.3,26630,55021,0,4.50,66.1,295,2556,0,120,0,1804,0,0,66.4,3.67,0,124,1662,121,38546,19.0,32.3,0,1819,0,123,11584,69.3,0,16568,45626,0,4.37,41.4,447,1267,0.389,20.9,0,170,0,0,40.6,3.80,0,20.9,15669,20.9,23916,38.5,26.2,0,191,0,29.0,3537
2023-03-12 09:14:00,0,70.4,21191,49274,0,4.97,66.8,296,2553,0.600,115,0,1811,0,0,66.1,4.13,0,119,1650,116,38483,19,32.3,0,1834,0,118,16359,70.4,0,16574,50595,0,4.83,41.4,447,1264,0.600,20.0,0,157,0,0,40.6,4.27,0,20.0,15654,20.0,18440,38.5,26.2,0,182,0,28.0,3686
2023-03-12 09:16:00,0,70.4,29898,58291,0,4.97,66.4,296,2553,0.600,109,0,1746,0,0,66.4,3.90,0,112,1544,110,38519,19.4,32.3,0,1773,0,112,15890,70.4,0,16647,50019,0,4.83,41,447,1264,0.600,19,0,158,0,0.389,41.4,4.03,0,19,15615,19,27117,38.5,26.2,0,186,0,26.7,3348
2023-03-12 09:18:00,0,69.3,21305,59560,0,4.97,66.5,296,2555,0,121,0,1879,0.389,0,66.1,3.44,0,130,1585,127,38422,19.4,32.4,0,1895,0,129,12139,69.3,0,25725,57806,0,4.84,41.0,448,1266,0,20.9,0,179,0,0.389,41.0,3.57,0,21.9,15569,21.9,17575,38.5,26.2,0,186,0,30.3,3863
2023-03-12 09:20:00,0,68.5,31638,84976,0,4.97,66.1,497,2586,38.3,126,0,1765,62.4,0,65.7,3.43,0,129,1512,127,38503,376,32.3,0,1782,0,128,14393,68.5,0,39775,76869,0,4.83,41,596,1283,30.6,21.9,0,179,153,0,40.6,3.96,0,21.9,15605,21.9,25812,669,26.2,0,188,0,30.3,3380
2023-03-12 09:22:00,0,68.9,20493,48053,0,4.27,66.8,295,2553,0,121,0,1744,0,0,65.7,3.43,0,119,1569,116,38468,19.0,32.1,0,1761,0,118,11008,68.9,0,16526,44662,0,4.52,41.4,447,1265,0,20.9,0,176,0.389,0,40.3,3.96,0.389,19.9,15655,19.9,17717,38.5,26.0,0,184,0,27.6,3209
2023-03-12 09:24:00,0,69.3,24098,52406,0,4.03,66.8,296,2551,0.600,126,0,1803,0,0,66.1,3.43,0,130,1627,127,38518,19,31.9,0,1844,0,129,14901,69.3,0,16605,49261,0,4.29,41.4,447,1262,0.600,21.9,0,166,0.389,0,40.6,3.57,0.389,21.9,15634,21.9,21342,38.5,25.7,0,196,0,30.3,3681
2023-03-12 09:26:00,0,69.6,21247,49053,0,4.50,65.7,295,2556,0.600,137,0,1746,0,0.389,66.4,3.43,0,136,1630,133,38508,19,32.3,0,1796,0,135,14371,69.6,0,16582,48354,0,4.37,40.3,447,1277,0.600,23.8,0,173,0,0,41,3.57,0,22.8,15679,22.8,18503,38.5,25.7,0,186,0,31.6,3385
2023-03-12 09:28:00,0,68.9,21879,55675,0,4.97,65.7,296,2553,0,132,0,1867,0,0,66.8,3.43,0,130,1713,127,38533,19,32.3,0,1893,0,129,12152,68.9,0,21528,52581,0,4.83,40.6,448,1268,0,22.8,0,173,0,0,41.4,3.57,0,22.2,15664,21.9,18667,38.5,26.2,0,179,0,30.3,3898
2023-03-12 09:30:00,0,69.6,23381,76387,0,4.97,66.1,499,2553,37.6,131,0,1833,62.0,0,66.4,3.43,0,135,1583,132,38461,375,32.3,0,1845,0,134,16690,69.6,0,39670,79225,0,4.83,41.0,595,1264,30.6,22.8,0.389,168,153,0,41.0,3.57,0,22.8,15607,22.8,17558,669,26.2,0,194,0,31.6,3762
2023-03-12 09:32:00,0,69.6,20896,48428,0,4.97,66.1,296,2553,0,126,0,1756,0,0,66.4,3.67,0,136,1493,133,38448,19,32.6,0,1788,0,135,11105,69.6,0,16563,44901,0,4.83,41.4,446,1264,0,21.9,0,147,0,0,41,3.80,0,22.8,15585,22.8,18049,38.5,26.4,0,191,0,31.6,3175
2023-03-12 09:34:00,0,68.9,19753,47762,0,4.96,65.3,296,2552,0.600,121,0,1829,0,0,66.0,4.13,0,130,1607,127,38431,19.0,33.0,0,1852,0.389,129,14888,68.9,0,16574,49121,0,4.83,40.2,447,1263,0.600,20.9,0,170,0,0,40.6,4.26,0,21.8,15621,21.8,16949,38.5,26.9,0,201,0,30.3,3697
2023-03-12 09:36:00,0,70.7,21470,48906,0,4.97,65.7,296,2555,0.600,121,0,1719,0,0,66.1,4.52,0,130,1467,127,38438,19.0,32.6,0,1740,0,129,13777,70.7,0,16579,47538,0,4.83,40.3,447,1266,0.600,20.9,0,165,0,0,40.6,4.27,0,21.9,15604,21.9,18642,38.5,26.4,0,189,0,30.3,3026
2023-03-12 09:38:00,0,70.7,26721,56583,0,4.73,66.1,297,2553,0,126,0,1862,0,0,65.7,3.67,0,130,1647,127,38501,19,32.3,0,1895,0,129,12131,70.7,0,17560,47957,0,4.60,40.6,446,1264,0,21.9,0,170,0,0,40.3,3.80,0,21.9,15617,21.9,23851,38.5,26.2,0,203,0,30.3,3842
2023-03-12 09:40:00,0.389,70.8,24208,77316,0,4.50,66.5,498,2555,37.6,126,0,1805,62.0,0,66.1,3.44,0,130,1646,127,38535,375,32.4,0,1817,0,129,14874,70.8,0.389,39783,77563,0,4.37,41.0,596,1267,30.6,21.9,0,179,153,0,40.7,3.57,0,21.9,15680,21.9,18456,669,26.2,0,189,0,30.3,3665
2023-03-12 09:42:00,0.389,68.9,29763,57996,0,4.73,66.4,296,2553,0,132,0,1736,0,0,66.8,3.67,0,141,1602,138,38583,19,32.3,0,1774,0,140,11008,68.9,0.389,16601,45025,0,4.60,41,447,1266,0,22.8,0,172,0,0,41.7,3.80,0,23.8,15661,24.1,27044,38.5,26.2,0.389,196,0,32.9,3202
2023-03-12 09:44:00,0,70.4,20275,48788,0,4.97,66.4,295,2552,0.600,120,0,1869,0,0,66.4,4.13,0,129,1640,126,38434,19,32.3,0,1889,0,128,16986,70.4,0,16577,51661,0,4.83,41.4,447,1264,0.600,20.9,0,163,0,0,41,4.27,0,26.8,15607,22.2,17452,38.5,26.2,0.389,203,0,30.3,4063
2023-03-12 09:46:00,0,70,23189,50810,0,4.97,66.4,296,2552,0.600,121,0,1690,0,0,65.7,4.13,0,130,1483,127,38475,19,32.3,0,1707,0,129,15347,70,0,16604,49458,0,4.83,41.4,447,1264,0.600,20.9,0,155,0,0,40.3,4.27,0,26.8,15602,21.9,20377,38.9,26.2,0,183,0.389,35.3,3021
2023-03-12 09:48:00,0,69.3,21445,49793,0,4.97,66.1,296,2554,0,132,0,1870,0,0,65.3,4.13,0,136,1639,133,38460,19,32.6,0,1898,0,135,12116,69.3,0,16551,46679,0,4.83,41.4,447,1267,0,22.8,0,149,0,0,39.9,4.27,0,22.8,15598,22.8,18655,38.9,26.4,0,181,0.389,36.6,3845
2023-03-12 09:50:00,0,69.3,24491,77670,0,4.97,66.4,499,2583,37.6,126,0,1820,62,0,66.4,4.13,0,124,1595,122,38458,375,32.8,0,1889,0,123,14949,69.3,0,39794,77666,0,4.83,41.4,598,1280,30.6,21.9,0,160,154,0,41.4,4.27,0,20.9,15611,26.2,18660,669,26.7,0,198,0,29.0,3690
2023-03-12 09:52:00,0,69.3,20921,48497,0,4.97,66.4,296,2553,0,121,0,1749,0,0,66.1,3.90,0,124,1596,122,38507,19,32.6,0,1829,0,123,10981,69.3,0,16572,44681,0,4.83,41,447,1264,0,26.6,0,167,0,0,40.6,4.03,0,20.9,15647,26.2,18177,38.5,26.4,0,216,0,29.0,3183
2023-03-12 09:54:00,0,68.9,21293,49799,0,4.97,66.5,296,2553,0.600,115,0.389,1889,0,0,65.7,3.44,0.389,119,1676,116,38508,19.0,32.4,0,1921,0,118,15476,68.9,0,16606,49992,0,4.84,41.4,447,1263,0.600,25.3,0,169,0,0,40.7,3.57,0,20.0,15662,20.0,18511,38.5,26.2,0,194,0,27.7,4017
2023-03-12 09:56:00,0,68.9,20045,47312,0,4.73,66.1,296,2556,0.600,121,0,1679,0,0,66.1,3.43,0,119,1473,116,38408,19.0,32.3,0,1701,0,118,13689,68.9,0,16571,47315,0,4.60,41.4,447,1273,0.600,20.9,0,159,0,0,41.0,3.57,0,20.0,15595,20.0,17227,38.5,26.2,0,171,0,27.7,3007
2023-03-12 09:58:00,0,69.6,20948,49182,0,4.27,66.4,296,2575,0,121,0,1878,0,0,66.0,3.43,0,124,1637,122,38403,19.0,32.3,0,1895,0,123,12169,69.6,0,16519,46606,0,4.13,41.4,447,1282,0,20.9,0,166,0,0,40.6,3.57,0,20.9,15590,20.9,18151,38.5,26.2,0,187,0,29.0,3848
2023-03-12 10:00:00,0,69.3,23695,76818,0,4.27,66.8,496,2551,37.6,126,0,1803,62.0,0,65.7,3.43,0,125,1521,122,38778,375,32.3,0.389,1822,0,123,16477,69.3,0,39760,78998,0,4.13,41.4,594,1262,30.6,21.8,0,178,152,0,40.3,3.57,0,20.9,15954,20.9,17819,669,26.2,0,192,0,29.0,3702
2023-03-12 10:02:00,0,68.5,21441,49118,0,4.50,66.4,296,2551,0,126,0,1772,0,0,66.1,3.43,0,129,1512,127,38563,19,32.3,0,1817,0,128,11145,68.5,0,16563,44992,0,4.37,41.4,447,1262,0,21.9,0,174,0,0,40.6,3.57,0,21.9,15704,21.9,18605,38.5,26.2,0,206,0,30.3,3191
2023-03-12 10:04:00,0,69.6,26563,55464,0,5.36,66.1,295,2552,0.600,121,0,1868,0,0,66.4,3.43,0,124,1638,122,38616,19,32.3,0,1887,0,123,15442,69.6,0,16607,49987,0,4.83,41,447,1264,0.600,20.9,0,168,0,0,41,3.57,0,20.9,15727,20.9,23768,38.5,26.2,0,172,0,29.0,4031
2023-03-12 10:06:00,0,70,20634,48377,0,5.36,66.1,295,2557,0.600,126,0,1752,0,0,66.1,3.43,0,129,1586,127,38472,19,32.3,0,1764,0,128,14328,70,0,16567,48482,0,4.83,41.4,447,1269,0.600,21.9,0,162,0,0,41,3.57,0,21.9,15649,21.9,17852,38.5,26.2,0,196,0,30.3,3353
