"Time","Transmit Total (cilium_host)","Transmit Total (cilium_net)","Transmit Total (cilium_vxlan)","Transmit Total (enp1s0)","Transmit Total (lxc045e0df77a65)","Transmit Total (lxc04ba3655f7bb)","Transmit Total (lxc058f11ae84e2)","Transmit Total (lxc101aa30b6d42)","Transmit Total (lxc1055eece523d)","Transmit Total (lxc17545d6a2c13)","Transmit Total (lxc1b3ec4421f95)","Transmit Total (lxc25dc796f779e)","Transmit Total (lxc2cf3504ea230)","Transmit Total (lxc2f20023e145d)","Transmit Total (lxc42de66ecdcc8)","Transmit Total (lxc53962ca4487f)","Transmit Total (lxc586756a19dbd)","Transmit Total (lxc6237b799514f)","Transmit Total (lxc6609bc973c6e)","Transmit Total (lxc8f825b75ba1b)","Transmit Total (lxc901c98c966b2)","Transmit Total (lxc970c5453f2c7)","Transmit Total (lxc9bf9c5e25fda)","Transmit Total (lxc9d9580e18417)","Transmit Total (lxc_health)","Transmit Total (lxca3d1fbc08b7c)","Transmit Total (lxcaee2fab0754f)","Transmit Total (lxcb3f5b6163447)","Transmit Total (lxcbba06f29c914)","Transmit Total (lxccc10b9c35713)","Transmit Total (lxccd3f5d5c9dab)","Transmit Total (lxcd19ab656bbb2)","Transmit Total (lxcd39cb2af2558)","Transmit Total (lxcd4e1a68a8393)","Transmit Total (lxcf0be76b85bba)","Receive Total (cilium_host)","Receive Total (cilium_net)","Receive Total (cilium_vxlan)","Receive Total (enp1s0)","Receive Total (lxc045e0df77a65)","Receive Total (lxc04ba3655f7bb)","Receive Total (lxc058f11ae84e2)","Receive Total (lxc101aa30b6d42)","Receive Total (lxc1055eece523d)","Receive Total (lxc17545d6a2c13)","Receive Total (lxc1b3ec4421f95)","Receive Total (lxc25dc796f779e)","Receive Total (lxc2cf3504ea230)","Receive Total (lxc2f20023e145d)","Receive Total (lxc42de66ecdcc8)","Receive Total (lxc53962ca4487f)","Receive Total (lxc586756a19dbd)","Receive Total (lxc6237b799514f)","Receive Total (lxc6609bc973c6e)","Receive Total (lxc8f825b75ba1b)","Receive Total (lxc901c98c966b2)","Receive Total (lxc970c5453f2c7)","Receive Total (lxc9bf9c5e25fda)","Receive Total (lxc9d9580e18417)","Receive Total (lxc_health)","Receive Total (lxca3d1fbc08b7c)","Receive Total (lxcaee2fab0754f)","Receive Total (lxcb3f5b6163447)","Receive Total (lxcbba06f29c914)","Receive Total (lxccc10b9c35713)","Receive Total (lxccd3f5d5c9dab)","Receive Total (lxcd19ab656bbb2)","Receive Total (lxcd39cb2af2558)","Receive Total (lxcd4e1a68a8393)","Receive Total (lxcf0be76b85bba)"
2023-03-23 12:14:00,0,10879,37963,170636,0,1976,469,160,30.7,126,1998,65.8,416,0,14343,79.3,6.64,332,149,86.5,0,18389,1975,461,32.3,1637,65.7,19,345,0,0,449,148202,150,0,10879,0,19079,107096,0,208,262,92.4,20.1,30.3,2184,41.4,6288,0,3153,3662,6.73,96.5,130,66.9,0,18257,213,260,26.2,17093,41.4,38.5,410,0,0,251,6566,588,0
2023-03-23 12:16:00,0,10862,60905,194933,0,1882,469,160,32.9,121,1974,66.1,1716,0,10474,80.2,6.89,331,149,85,0,18391,1897,457,32.3,1571,66.3,375,384,0,0,451,144301,21726,0,10862,0,21848,107438,0,201,262,92.4,23.9,29.0,2322,41.4,25573,0.389,2807,3722,6.60,95.8,128,65.5,0,18252,223,255,26.2,17091,42.9,669,479,0,0.389,252,6811,24324,0
2023-03-23 12:18:00,0,11863,59057,191677,0,1775,473,166,31.5,126,1924,66.1,1651,0,13426,118,5.52,331,149,86.5,0,18391,1810,458,32.3,1520,65.5,375,403,0,0,455,148345,20151,0,11863,0,22713,111461,0,182,264,99.4,28.2,30.3,2325,42.1,24159,0.389,2712,3654,5.54,96.5,127,66.9,0,18277,231,256,26.2,17077,41.7,669,516,0,0.389,257,7048,22573,0
2023-03-23 12:20:00,0,10896,37916,170236,0,1939,475,163,32.1,126,2009,66.1,420,0,10876,80.2,5.21,366,148,87.2,0,18382,1956,460,32.3,1659,65.8,19.4,340,0,0,456,143413,175,0,10896,0,19134,104999,0,200,266,99.8,22.6,30.3,2204,41,6288,0,2992,3611,6.09,104,128,66.2,0,18255,225,259,26.2,17088,42.5,38.5,404,0,0,257,6466,595,0
2023-03-23 12:22:00,0,11906,37183,167235,0,1734,470,160,32.1,131,1860,66.6,418,0,14882,81.2,3.60,343,148,87.2,0,18385,1749,458,32.3,1471,66.6,19.4,343,0,0,454,147062,177,0,11906,0,20122,107542,0,181,263,96.9,21.8,31.6,2291,41.7,6284,0,2593,3687,3.60,98.0,136,66.2,0,18268,205,257,26.2,17076,42.5,38.5,409,0,0,258,6615,593,0
2023-03-23 12:24:00,0,12529,37986,170609,0,1929,474,162,31.5,121,1995,66.1,415,0,16017,80.5,5.37,331,148,87.3,0,18381,1959,458,32.0,1617,66.1,19,353,0,0,450,148420,179,0,12529,0,20723,107978,0,196,265,94.8,27.1,29.0,2196,42.5,6282,0,3118,3656,10.9,96.1,138,66.9,0,18256,228,257,26.0,17085,43.2,38.5,433,0,0,252,6646,602,0
2023-03-23 12:26:00,0,13228,61093,203691,0,1871,468,163,32.9,126,1984,66.2,1717,0,10487,79.2,6.97,336,147,87.5,0,18372,1901,457,32.0,1604,65.9,375,381,0,0,455,145829,21898,0,13228,0,24220,111673,0,188,261,96.3,23.5,30.3,2322,42.1,25713,0,2815,3640,13.6,97.8,128,67.7,0,18259,226,255,26.0,17093,42.8,669,485,0,0,257,6989,24467,0
2023-03-23 12:28:00,0,13677,60897,211306,0,1802,470,162,32.9,126,1928,66.3,1716,0,13490,117,5.57,348,146,87.2,0,18385,1808,457,31.6,1557,65.8,375,403,0.389,0,455,148318,21888,0,13677,0,24693,114016,0,202,262,95.7,24.2,30.3,2311,40.6,25714,0,2755,3655,6.74,100,130,68.0,0,18259,218,257,25.5,17085,41.7,669,514,0,0,256,7318,24462,0
2023-03-23 12:30:00,0,10786,37909,180233,0,1944,475,163,30.7,116,2006,65.8,417,0.389,10911,82.5,3.97,353,150,87.3,0,18374,1970,462,31.6,1655,65.8,19,341,0,0,451,142511,164,0,10786,0,19008,103921,0,185,266,100,20.8,27.7,2204,42.1,6283,0,2974,3666,3.97,102,129,66.9,0,18256,220,261,25.5,17094,41.4,38.5,404,0,0,252,6470,594,0.389
2023-03-23 12:32:00,0,10297,37396,177640,0,1777,473,161,32.9,126,1915,65.8,416,0,13447,81.3,6.72,354,150,87.3,0,18387,1804,456,31.8,1503,66.1,19,340,0,0,450,145911,164,0,10297,0,18502,105076,0,182,265,98.8,22.4,30.3,2311,41,6288,0,2751,3680,13.1,102,130,66.6,0,18256,210,256,25.7,17048,41.7,38.9,407,0,0,252,6502,598,0
2023-03-23 12:34:00,0,11262,37436,167675,0,1814,475,164,30.7,126,1887,65.4,414,0,13574,79.9,5.09,342,150,87.3,0,18376,1825,450,32.3,1509,65.8,19,349,0,0,454,147689,178,0,11262,0,19443,106903,0,196,266,97.8,20.4,30.3,2180,40.3,6290,0,2713,3640,6.29,98.8,129,67.0,0,18249,196,254,26.2,17051,41.4,38.5,426,0,0,256,6539,597,0
2023-03-23 12:36:00,0,12258,60943,195014,0,1848,477,162,33.6,120,1984,65.8,1715,0,10410,80.6,3.27,349,150,87.2,0,18369,1868,445,32.3,1552,65.9,375,380,0,0,452,144483,21783,0,12258,0,23209,108589,0,169,268,94.2,23.2,29.0,2319,40.6,25619,0,2765,3663,3.27,100,127,66.2,0,18250,195,249,26.2,17050,41.4,669,480,0,0,252,6844,24348,0
2023-03-23 12:38:00,0,14072,60768,196082,0,1783,474,161,32.8,126,1945,65.8,1716,0,15179,122,5.23,343,148,87.2,0,18377,1801,462,32.0,1513,65.6,375,405,0,0,450,148693,21787,0,14072,0,25057,114017,0,158,265,93.5,23.4,30.3,2330,41.7,25621,0,2718,3716,6.05,98.8,128,66.2,0,18253,184,260,26.0,17039,40.6,669,524,0,0,251,6953,24353,0
2023-03-23 12:40:00,0,11606,37917,193244,0,1923,472,160,32.1,132,2007,65.5,411,0,10825,81.8,5.10,336,145,87.2,0,18390,1944,459,31.8,1636,66.2,19,334,0,0,453,142946,182,0,11606,0,19839,105115,0,161,264,92.0,23.0,32.0,2202,42.8,6288,0,2923,3672,5.92,103,132,66.2,0,18266,207,257,25.7,17048,42.5,38.5,399,0,0,254,6316,605,0
2023-03-23 12:42:00,0,12285,37688,169037,0,1864,474,163,31.1,121,1978,65.5,409,0,13800,80.7,3.27,336,145,87.3,0,18368,1872,457,31.8,1585,66.9,19,341,0,0,453,146864,179,0,12285,0,20491,110803,0,195,265,100,20.1,29.4,2295,41,6292,0,2843,3723,3.27,103,129,66.2,0,18248,219,256,25.7,17061,41.8,38.5,408,0,0,253,6169,604,0
2023-03-23 12:44:00,0,12432,37375,166332,0.389,1787,473,166,31.9,116,1913,66.4,406,0,13512,84.6,4.30,330,146,86.8,0,18351,1807,456,31.6,1468,66.5,19.0,347,0,0,456,148338,175,0,12432,0,20590,113469,0,192,265,99.5,21.3,27.6,2207,41.7,6290,0,2766,3867,4.75,96.5,129,66.2,0,18245,226,255,25.5,17071,41.5,38.5,414,0,0,257,5416,597,0
2023-03-23 12:46:00,0,13940,50058,181913,0.389,1876,477,159,32.3,116,2002,65.5,908,0,10445,84.5,3.93,342,149,87.6,0,18344,1939,457,31.6,1511,66.2,19,351,0,0,443,141971,11990,0,13940,0,23263,109385,0,206,268,90.4,23.0,27.7,2331,41,16815,0,2837,3843,4.38,98.8,128,68.8,0,18247,245,256,25.5,17085,41.8,38.5,432,0,0,250,5582,13590,0
2023-03-23 12:48:00,0,13516,60951,193723,0,1826,475,159,31.5,126,1938,65.8,1704,0,13511,120,5.93,354,148,87.4,0,18365,1844,457,31.6,1487,66.0,377,402,0,0,442,147763,21951,0,13516,0,24448,113924,0,191,272,90.8,21.6,30.3,2330,42.1,25792,0,2721,3732,6.73,101,128,67.3,0,18265,234,256,25.5,17099,41.5,669,517,0,0,248,6641,24549,0
2023-03-23 12:50:00,0,12210,37956,170578,0,1971,470,163,31.5,126,1991,66.1,417,0,10954,81.5,3.97,354,147,86.5,0,18390,1984,454,31.6,1649,66.2,19,338,0,0,455,142780,180,0,12210,0,20418,106216,0,206,268,100,21.2,30.3,2195,42.5,6287,0,2985,3626,3.97,101,129,65.5,0,18274,227,253,25.5,17107,43.2,38.5,408,0,0,255,6562,611,0
2023-03-23 12:52:00,0,11185,37680,169729,0,1868,474,164,30.7,121,1962,66.7,421,0,15581,81.8,4.77,359,147,85,0.389,18375,1883,455,32.2,1539,65.9,19,333,0,0,458,146073,174,0,11185,0,19353,106465,0,189,266,97.8,19.7,29.0,2292,41.8,6286,0,2957,3687,5.16,103,132,64,0,18256,217,255,25.7,17090,42.1,38.5,409,0,0,259,6671,602,0
2023-03-23 12:54:00,0,11423,37440,168084,0,1817,473,161,32.9,116,1879,66.8,416,0,15371,80.2,3.27,354,145,85.9,0,18408,1828,458,32.3,1519,66.1,19,344,0,0,452,148622,174,0,11423,0,19629,107697,0,205,264,94.7,23.6,27.7,2191,40.7,6285,0,2840,3656,3.27,102,129,64.7,0,18273,224,263,26.2,17080,42.2,38.5,424,0,0,253,6774,596,0
2023-03-23 12:56:00,0.389,12532,38245,170229,0,1890,473,163,31.5,121,1977,66.6,436,0,10519,81.2,5.70,361,145,87.3,0,18396,1917,457,32.3,1606,66.9,19,330,0,0,452,142202,687,0,12532,0.389,20797,105020,0,204,264,95.1,21.7,29.0,2323,42.6,6743,0,2798,3703,6.49,103,129,66.2,0,18272,241,260,26.2,17086,42.5,38.5,400,0,0,252,6443,1154,0
2023-03-23 12:58:00,0,13560,60784,194102,0,1801,476,166,32.1,120,1931,65.9,1717,0,13526,121,3.93,342,148,87.6,0,18404,1833,456,32.0,1495,66.3,375,402,0,0,455,148310,21786,0,13560,0,24529,113003,0,187,266,104,22.2,29.0,2323,41.7,25615,0,2700,3694,4.30,98.8,132,66.2,0,18265,228,254,26.0,17089,42.1,669,515,0,0,257,7101,24364,0
2023-03-23 13:00:00,0,12550,37984,170418,0,1953,476,160,32.1,126,1989,65.5,417,0,10917,82.2,3.27,342,146,87.3,0,18400,1967,458,32.0,1614,66.3,19,338,0,0,452,143308,165,0,12550,0,20750,105479,0,208,266,92.1,23.4,35.2,2192,41,6286,0,3013,3758,3.27,99.1,133,66.2,0,18261,228,256,26.0,17094,41.7,38.5,406,0,0,253,6522,600,0
2023-03-23 13:02:00,0,12203,37722,178703,0,1890,472,159,32.9,120,1969,66.2,416,0,13895,81.9,4.17,337,145,87.2,0,18389,1907,458,32.0,1606,66.2,19,336,0,0,450,145884,169,0,12203,0,20427,107365,0.389,197,264,90.1,23.5,29.0,2297,42.8,6290,0,2915,3779,4.56,97.5,131,67.7,0,18271,229,258,26.0,17095,42.1,38.5,414,0,0,251,6723,599,0
2023-03-23 13:04:00,0,12482,37475,168006,0,1799,470,164,31.5,116,1886,65.8,418,0,13580,80.3,4.53,349,147,87.2,0,18400,1830,457,32.3,1544,66.0,19,346,0,0.389,453,148625,155,0,12482,0,20724,109397,0,195,262,98.3,21.0,27.7,2198,43.6,6289,0,2752,3640,4.96,100,129,66.9,0.389,18279,231,257,26.2,17095,40.6,38.5,428,0,0,255,6757,594,0
2023-03-23 13:06:00,0,13414,37957,170727,0,1961,460,161,31.5,121,2039,66.2,419,0,10844,78.2,4.17,343,146,87.2,0,18385,1969,456,32.3,1681,65.9,19,332,0,0.389,454,142133,154,0,13414,0,21650,106278,0,206,256,93.7,21.3,29.0,2316,42.1,6286,0,2999,3540,4.54,99.1,131,66.2,0.389,18267,220,255,26.2,17095,40.6,38.5,400,0,0,255,6483,596,0
2023-03-23 13:08:00,0,12138,60449,218625,0,1746,460,161,32.9,121,1883,66.2,1719,0,14961,119,3.50,354,145,87.2,0,18384,1764,457,32.0,1502,65.8,375,398,0,0,452,148616,21760,0.389,12138,0,23152,112736,0,197,257,94.1,28.6,29.0,2330,41.7,25604,0,2621,3649,3.50,101,130,66.2,0,18266,218,256,26.0,17098,41.0,669,516,0,0,253,7162,24348,0
2023-03-23 13:10:00,0,10643,37889,170010,0,1944,476,162,32.9,126,2000,65.8,417,0,10863,82.1,4.43,342,144,87.2,0,18367,1955,460,31.6,1697,65.8,19,331,0,0,451,143216,171,0.389,10643,0,18908,103454,0,212,266,98.6,27.5,30.3,2194,42.2,6287,0,2946,3672,4.92,99.1,131,66.2,0,18257,222,259,25.5,17085,41.8,38.5,407,0,0,257,6417,596,0
2023-03-23 13:12:00,0,11508,37688,169723,0,1880,474,161,32.1,132,1964,65.5,417,0,14042,82.1,5.47,354,147,87.2,0,18384,1900,458,31.6,1605,66.2,19,345,0,0,452,146424,176,0,11508,0,19739,105934,0,203,266,94.3,26.9,31.6,2297,42.6,6286,0,2919,3687,6.64,102,137,66.2,0,18262,234,257,25.5,17082,42.1,38.5,423,0.389,0,253,6642,602,0
2023-03-23 13:14:00,0,11158,37425,167995,0,1803,474,166,32.1,126,1883,65.9,418,0,13679,82.6,4.40,353,146,87.2,0,18381,1834,457,32.0,1514,65.8,19,349,0,0,451,148385,173,0,11158,0,19344,106826,0,198,265,100,27.6,30.3,2202,41,6287,0,2787,3717,5.09,102,129,66.6,0,18250,225,255,26.0,17090,41.4,38.5,429,0.389,0,253,6719,599,0
2023-03-23 13:16:00,0,15038,38024,170610,0,1946,475,163,30.7,120,2031,65.7,418,0,10876,79.9,6.40,360,144,87.2,0,18368,1965,455,32.3,1620,65.8,19,331,0,0,451,142234,176,0,15038,0,23198,107778,0,201,266,95.2,20.4,29.0,2327,40.6,6288,0,3015,3640,12.3,103,130,68.0,0,18250,225,255,26.2,17094,41,38.5,403,0,0,252,6495,596,0
2023-03-23 13:18:00,0,16100,60925,194723,0,1817,473,161,34.3,132,1912,65.8,1718,0,13517,119,5.01,342,147,87.2,0,18381,1834,454,32.0,1509,66.2,375,402,0,0,449,148582,21841,0,16100,0,27058,115979,0,203,265,98.9,24.7,31.6,2315,41.4,25670,0.389,2750,3695,5.39,99.1,130,67.7,0,18261,227,254,26.0,17092,41.4,669,526,0,0,251,7131,24417,0
2023-03-23 13:20:00,0,10730,37398,167642,0,1827,474,158,33.5,126,1887,65.7,419,0,10161,81.3,5.39,331,148,86.5,0,18376,1842,457,31.6,1520,65.8,19,335,0,0,454,143282,175,0,10730,0,18921,103619,0,203,264,95.0,23.7,30.3,2218,42.1,6285,0,2657,3642,10.6,95.8,130,66.2,0,18255,228,255,25.5,17085,41.7,38.5,401,0,0.389,256,6470,596,0
2023-03-23 13:22:00,0,11871,37715,180002,0,1866,470,163,30.7,126,1970,65.7,415,0,15641,79.4,4.40,344,147,87.3,0,18366,1889,458,31.6,1577,65.8,19,344,0,0,454,145960,165,0,11871,0,20080,106335,0,197,262,95.9,20.1,30.3,2312,42.5,6287,0,2976,3610,4.85,98.4,129,66.6,0,18255,223,258,25.5,17077,41.4,38.5,417,0,0,255,6734,604,0
2023-03-23 13:24:00,0,11191,37466,174805,0,1860,472,199,32.1,126,1894,65.7,417,0,15425,79.9,5.47,354,145,87.3,0,18390,1928,455,32.0,1532,65.7,19.4,345,0,0,450,148304,171,0,11191,0,19403,107059,0,218,264,136,22.0,30.3,2205,40.3,6286,0,2814,3633,5.14,101,129,66.6,0,18255,271,255,26.0,17078,42.1,38.5,420,0,0,252,6844,590,0
2023-03-23 13:26:00,0,12920,38000,179818,0,1994,473,164,33.5,126,2041,65.4,416,0,10929,80.3,5.37,348,148,86.5,0,18375,2070,456,32.3,1680,66.1,19,332,0,0,451,142565,174,0,12920,0,21139,106136,0,214,264,102,23.3,30.3,2323,40.6,6288,0,2948,3656,5.79,100,131,65.5,0,18249,279,255,26.2,17084,41.4,38.5,397,0,0,252,6584,591,0
2023-03-23 13:28:00,0,11845,60977,195430,0,1863,472,160,32.9,126,1978,65.4,1716,0.389,13898,121,4.53,342,148,85.0,0,18367,1906,458,32.0,1590,66.1,375,408,0,0,454,148903,21796,0,11845,0,22834,112264,0,190,264,91.7,23.1,30.3,2318,41.7,25621,0,2918,3747,4.95,99.1,131,64.0,0,18253,245,257,26.0,17067,41.4,669,526,0,0,255,7097,24356,0
2023-03-23 13:30:00,0,11474,44931,176268,0,1822,470,158,31.5,120,1875,66.1,1071,0.389,10234,81.6,3.93,332,146,85.7,0,18380,1841,461,31.6,1548,65.8,375,381,0,0,450,144464,6726,0,11474,0,20947,106978,0,204,262,90.9,22.1,29.0,2184,42.1,12235,0,2681,3681,4.32,101,129,64.7,0,18263,227,260,25.5,17074,41.7,669,481,0,0,251,6614,7805,0
2023-03-23 13:32:00,0,12432,37711,193228,0,1892,474,164,32.9,126,1959,65.4,414,0,13873,81.6,4.67,344,149,87.3,0,18376,1897,455,31.6,1640,66.2,19,342,0.389,0,448,145858,181,0,12432,0,20683,108351,0,214,265,98.6,23.9,30.3,2294,40.3,6289,0,2895,3694,5.03,104,128,66.2,0,18247,218,254,25.5,17082,41,38.9,417,0,0,250,6537,606,0.389
2023-03-23 13:34:00,0,10709,37421,190946,0,1805,471,162,31.5,132,1884,65.4,414,0,13577,80.2,5.13,338,148,87.4,0,18377,1821,455,32.0,1529,65.7,19,342,0.389,0,453,148231,173,0,10709,0,18922,106148,0,193,263,93.4,22.1,31.6,2199,41.1,6292,0,2733,3588,5.50,97.8,133,66.2,0,18263,223,254,26.0,17067,40.6,38.9,419,0,0,255,6562,591,0.389
2023-03-23 13:36:00,0,12104,37947,170550,0,1951,471,159,31.5,126,2030,66.2,415,0,10895,79.3,4.53,326,146,87.7,0,18400,1976,459,32.3,1634,66.5,19,337,0,0,452,141954,159,0,12104,0,20310,103619,0,193,269,94.6,22.1,30.3,2327,41.5,6290,0,2990,3543,5.06,94.8,133,66.6,0,18261,230,258,26.2,17084,41.4,38.5,406,0,0,253,6285,593,0
2023-03-23 13:38:00,0,13583,61085,198118,0,1879,472,164,32.1,126,1991,65.8,1717,0,15622,118,4.40,337,145,87.9,0,18381,1903,464,32.3,1590,66.1,375,423,0,0,449,148388,22376,0,13583,0,24560,113358,0,196,269,108,21.8,30.3,2329,41.4,25698,0,2953,3512,4.92,97.5,131,65.9,0,18248,229,267,26.2,17083,41.4,669,552,0,0,250,7107,24525,0
2023-03-23 13:40:00,0,12435,53693,185765,0,1839,472,163,76.4,121,1892,66.2,1429,0,10238,81.6,5.79,354,147,87.9,0,18377,1915,462,32.3,1514,65.5,375,376,0,0,450,145438,15095,0,12435,0,22720,108791,0,206,264,101,98.6,29.4,2196,41.5,19663,0,2673,3665,7.21,101,128,65.8,0,18254,270,259,26.2,17082,41.4,669,482,0,0,252,6936,17009,0
2023-03-23 13:42:00,0,11857,37695,169955,0,1887,471,161,35.9,126,1976,66.3,417,0,13930,82.1,3.73,331,151,87.6,0,18371,1918,457,32.3,1598,65.5,19,336,0,0,453,146767,174,0,11857,0,20059,106242,0,193,262,93.2,26.7,30.3,2305,42.2,6286,0,2913,3723,3.73,96.5,129,66.3,0,18253,229,255,26.2,17095,40.3,38.5,408,0,0,254,6686,598,0
2023-03-23 13:44:00,0,10886,37422,167834,0.389,1820,472,167,30.7,126,1880,66.5,419,0,13616,82,5.93,332,150,87.3,0,18368,1844,446,31.8,1564,65.7,19,345,0,0,451,148348,174,0,10886,0,19111,106131,0,203,264,101,20.4,30.3,2198,42.2,6284,0,2742,3710,6.75,96.5,129,66.2,0,18244,227,256,25.7,17085,40.6,38.5,417,0,0,252,6634,593,0
2023-03-23 13:46:00,0,12205,37980,179205,0,1935,470,164,33.6,126,2018,66.2,418,0,10849,80.8,5.10,343,147,87.2,0,18395,2009,457,31.6,1648,65.7,19,357,0,0,450,143489,171,0,12205,0,20431,105633,0,200,263,97.5,22.4,35.2,2304,41,6285,0,2991,3664,5.86,98.8,132,66.2,0,18265,239,262,25.5,17096,41.4,38.5,441,0,0,252,6582,598,0
2023-03-23 13:48:00,0,13498,61126,197596,0,1895,473,159,58.6,126,1967,65.8,1715,0,13933,118,4.17,343,146,87.2,0.389,18376,1923,459,31.8,1584,66.1,375,401,0,0,451,149085,21877,0,13498,0,24478,114156,0,177,264,95.6,67.1,35.2,2308,41.4,25707,0,2894,3608,4.54,99.1,131,66.2,0,18258,216,257,25.7,17060,41.7,669,515,0,0,253,7102,24443,0
2023-03-23 13:50:00,0,12562,60841,193419,0,1815,469,160,35.1,121,1882,66.9,1715,0,10115,82.4,3.60,331,147,87.2,0,18378,1859,458,32.3,1500,66.1,375,383,0,0,449,145535,21886,0,12562,0,23530,109850,0,172,261,92.2,24.6,29.0,2194,42.2,25711,0,2620,3689,3.60,96.5,128,66.2,0,18254,225,256,26.2,17053,42.1,669,485,0,0,250,6937,24456,0
2023-03-23 13:52:00,0,11586,37739,193308,0,1896,469,161,32.9,121,1971,67.3,418,0,15604,80.2,5,337,147,87.3,0,18399,1962,458,32.3,1568,65.4,19,337,0,0,449,146525,167,0,11586,0,19806,106679,0,185,262,94.1,27.5,29.0,2289,41.8,6285,0,2902,3679,5.39,97.5,131,66.2,0,18264,247,258,26.2,17069,41.7,38.5,411,0,0,251,6655,608,0
2023-03-23 13:54:00,0,10679,37156,190677,0,1775,475,164,74.2,126,1831,66.1,420,0,15055,78.1,5.57,354,148,87.2,0,18382,1851,456,31.8,1502,65.4,19,345,0,0,449,147512,157,0,10679,0,18917,106972,0,201,266,97.3,98.2,30.3,2197,41.7,6282,0,2605,3698,6.38,102,133,66.2,0,18255,270,255,25.7,17066,41.4,38.5,419,0,0,251,6622,598,0
2023-03-23 13:56:00,0,13532,37995,176498,0,1967,475,161,75.8,132,2045,65.5,419,0,10859,78.7,3.93,337,145,87.2,0,18385,2048,457,32.0,1655,65.8,19,334,0,0,451,142922,152,0,13532,0,21759,106874,0,203,266,99.5,99.8,31.6,2326,40.6,6283,0,2931,3738,4.30,97.8,131,66.2,0,18271,263,255,25.5,17058,41.4,38.5,396,0,0,254,6436,595,0
2023-03-23 13:58:00,0,13331,61283,204637,0,1901,471,160,33.1,132,1979,65.9,1715,0,13924,119,4.17,337,144,87.6,0,18384,1990,456,32.2,1595,66.2,375,401,0,0,440,149444,21977,0,13331,0,24328,114032,0,190,262,97.9,27.6,31.6,2325,41.1,25815,0,2907,3746,4.53,98.2,131,66.2,0,18254,264,254,25.7,17081,41.7,669,514,0,0,251,7274,24569,0
2023-03-23 14:00:00,0.389,10767,60903,194130,0,1862,474,167,31.5,126,1888,66.6,1715,0,10275,82.4,4.30,359,147,87.6,0,18363,1939,458,32.3,1535,66.1,375,387,0,0,449,145579,21991,0,10767,0.389,21739,108197,0.389,205,265,101,26.4,30.3,2197,42.6,25820,0,2661,3688,4.73,103,135,66.2,0.389,18248,273,258,26.2,17094,41.7,669,487,0,0,255,6931,24572,0
2023-03-23 14:02:00,0.389,10765,37993,171519,0,2023,475,164,32.9,109,2030,66.1,414,0,14364,81.0,5.10,365,149,87.2,0,18367,2089,454,32.3,1635,66.1,19,342,0,0,450,146620,174,0,10765,0.389,18966,106435,0.389,212,265,96.7,22.7,26.3,2294,41.7,6289,0,3115,3641,5.92,104,129,66.2,0.389,18258,268,254,26.2,17091,42.1,38.5,413,0,0,252,6685,599,0
2023-03-23 14:04:00,0,10300,37213,166862,0,1772,471,155,31.5,121,1823,65.7,416,0,13251,79.8,5.70,360,149,87.2,0,18386,1816,456,32.0,1491,65.8,19,349,0,0,451,148961,179,0,10300,0,18541,106655,0,206,263,87.1,21.7,29.0,2185,41,6288,0,2609,3611,11.6,103,127,66.2,0,18265,244,256,26.0,17088,41,38.5,433,0,0,252,6651,601,0
2023-03-23 14:06:00,0,12212,37700,169692,0,1928,473,163,75.6,126,1972,65.8,418,0,10601,81.3,3.97,337,147,87.2,0,18383,2015,457,31.8,1608,66.1,19,333,0,0,450,143845,177,0,12212,0,20427,105140,0,205,265,100,98.5,30.3,2321,40.3,6285,0,2828,3726,3.97,97.8,129,66.2,0,18261,290,255,25.7,17098,41.4,38.5,398,0,0,252,6453,599,0
2023-03-23 14:08:00,0,13530,60180,197109,0,1915,474,164,56,132,1980,65.5,1321,0,15758,122,4.77,343,147,86.5,0,18374,1940,457,31.8,1635,65.4,19,369,0,0.389,451,149007,21614,0,13530,0,23917,113476,0,219,266,103,61.1,31.6,2339,40.3,25348,0,2998,3697,10.4,99.1,128,65.5,0,18244,241,256,25.7,17098,39.9,38.5,467,0,0,253,7023,24142,0
2023-03-23 14:10:00,0,11283,60823,193717,0,1836,474,158,32.1,116,1878,66.1,1715,0,10250,81.7,6.16,330,148,87.3,0,18370,1919,456,31.6,1541,65.5,375,382,0,0,453,145367,21901,0,11283,0,22269,109036,0,207,265,90.1,23.4,27.7,2214,41.5,25739,0,2690,3635,7.28,96.5,130,66.2,0,18246,280,255,25.5,17088,40.6,669,488,0,0,254,6904,24478,0
2023-03-23 14:12:00,0,11471,37951,170945,0,1987,473,160,31.5,116,2032,66.3,416,0,14409,79.6,5.93,331,148,87.3,0,18360,2040,456,31.6,1655,66.2,19,345,0,0,454,145513,160,0.389,11471,0,19677,106181,0,223,265,91.8,20.9,27.7,2301,42.6,6287,0,3134,3610,7.04,96.5,129,66.2,0,18248,279,255,25.5,17104,41.7,38.5,421,0,0,255,6568,606,0
2023-03-23 14:14:00,0,11373,37715,169928,0,1936,478,163,32.9,126,1933,65.7,415,0,14104,80.2,5,344,148,86.5,0,18371,2002,457,31.6,1604,66.2,19,343,0,0,454,148910,164,0,11373,0,19587,107796,0,222,268,95.8,22.4,30.3,2194,41.7,6287,0,2994,3670,5.42,99.1,130,65.5,0,18251,284,257,25.5,17090,42.8,38.5,419,0,0,255,6731,601,0
